danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,num_artists,track_name,genero,artist_name
0.889,0.863,11,-3.011,1,0.0757,0.289,0.000603,0.0798,0.776,112.953,0eeKDrQxjqNl5bX5VCHDcn,spotify:track:0eeKDrQxjqNl5bX5VCHDcn,201000,4,3,PAM,"['latin', 'reggaeton']",Justin Quiles
0.67,0.865,0,-2.469,1,0.035,0.0164,7.4e-06,0.12,0.671,97.008,3SDvcxPcU7BlV1dAne4dWM,spotify:track:3SDvcxPcU7BlV1dAne4dWM,212840,4,3,Bésame,"['chicano rap', 'pop rap']",Play-N-Skillz
0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,6RyaV7owmVU6fzEPE17sF1,spotify:track:6RyaV7owmVU6fzEPE17sF1,210520,4,1,Que Tire Pa Lante,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.813,0.764,8,-3.39,0,0.105,0.586,0.0,0.253,0.429,100.047,113PlnpZbHd3WIqeYjhZWv,spotify:track:113PlnpZbHd3WIqeYjhZWv,217773,4,2,Definitivamente,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,5w9c2J52mkdntKOmRLeM2m,spotify:track:5w9c2J52mkdntKOmRLeM2m,193227,4,2,Con Calma,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4Xtlw8oXkIOvzV7crUBKeZ,spotify:track:4Xtlw8oXkIOvzV7crUBKeZ,188627,4,1,Rompe,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,2ksOAxtIxY8yElEWw8RhgK,spotify:track:2ksOAxtIxY8yElEWw8RhgK,301714,4,5,China,"['latin', 'reggaeton flow', 'trap latino']",Anuel AA
0.76,0.899,5,-4.744,1,0.0677,0.0743,0.0,0.212,0.767,100.046,3AZXqe3LGCFD4r6YFJgaK3,spotify:track:3AZXqe3LGCFD4r6YFJgaK3,209493,4,1,Ella Me Levanto,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,6jEZLz3YpnEBRpVkv35AmP,spotify:track:6jEZLz3YpnEBRpVkv35AmP,192600,4,1,Gasolina,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.594,0.808,7,-2.409,1,0.0489,0.415,1.39e-05,0.565,0.919,188.09,4VgYtXCVJ7IbWAZ5ryfvEQ,spotify:track:4VgYtXCVJ7IbWAZ5ryfvEQ,194892,4,2,Muévelo,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Nicky Jam
0.722,0.757,0,-3.592,0,0.0782,0.17,1.31e-05,0.0657,0.763,167.987,5kbps8unnGH4raN5WduZuq,spotify:track:5kbps8unnGH4raN5WduZuq,202308,4,2,Confía,"['panamanian pop', 'reggaeton']",Sech
0.76,0.893,10,-3.913,0,0.0639,0.0758,8.21e-05,0.321,0.948,107.994,0nssGbqC6ZSMx0OliWCkHk,spotify:track:0nssGbqC6ZSMx0OliWCkHk,218507,4,1,¿Qué Tengo Que Hacer?,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.746,0.993,2,-2.134,0,0.0499,0.0866,0.0548,0.0689,0.972,122.046,44f68Zu5X9gJ44ziVnaYoR,spotify:track:44f68Zu5X9gJ44ziVnaYoR,202827,4,1,La Despedida,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.816,0.747,8,-6.468,0,0.0411,0.102,0.0,0.263,0.848,97.019,6z5Xrx58p5Bs18RIe6KXbI,spotify:track:6z5Xrx58p5Bs18RIe6KXbI,210933,4,1,"Lo Que Pasó, Pasó","['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,3pDhN3qB33AOPhQEkUCaWt,spotify:track:3pDhN3qB33AOPhQEkUCaWt,224693,4,1,Limbo,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.699,0.91,4,-4.405,0,0.036,0.217,2.66e-06,0.146,0.792,97.971,3bkBVEmRJuJZNh5iVgJkWm,spotify:track:3bkBVEmRJuJZNh5iVgJkWm,239920,4,1,Llamado de Emergencia,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.806,0.887,6,-3.51,1,0.0909,0.0407,2.03e-05,0.364,0.443,117.031,5BB5zjzCzo9M3uOKzhiXZB,spotify:track:5BB5zjzCzo9M3uOKzhiXZB,217227,4,1,Pose,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.745,0.882,11,-3.636,1,0.0407,0.0723,2.45e-05,0.73,0.693,100.014,1ClQpnPU9M6mQpXGvhGPvQ,spotify:track:1ClQpnPU9M6mQpXGvhGPvQ,209787,4,1,Sígueme Y Te Sigo,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,1c0hsvHLELX6y8qymnpLKL,spotify:track:1c0hsvHLELX6y8qymnpLKL,266087,4,3,Soltera - Remix,"['latin', 'reggaeton', 'reggaeton flow', 'tropical']",Lunay
0.637,0.945,5,-3.54,1,0.135,0.0373,0.0,0.116,0.578,198.05,2UYXTSZkSxWJYGpcd64SRO,spotify:track:2UYXTSZkSxWJYGpcd64SRO,197053,4,1,La Nueva Y La Ex,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,6KuqAtoeVzxAYOaMveLNpH,spotify:track:6KuqAtoeVzxAYOaMveLNpH,200480,4,1,Dura,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.734,0.933,11,-4.639,0,0.0578,0.0375,0.0,0.302,0.935,120.987,6oyl7ELfrMqXLhGmIjXY9R,spotify:track:6oyl7ELfrMqXLhGmIjXY9R,218413,4,1,Lovumba,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.842,0.893,9,-4.277,1,0.0462,0.104,0.0,0.289,0.713,121.035,4yORNsoYe4XnK99EXhKhWB,spotify:track:4yORNsoYe4XnK99EXhKhWB,193627,4,1,Pasarela,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,7mWFF4gPADjTQjC97CgFVt,spotify:track:7mWFF4gPADjTQjC97CgFVt,235284,4,5,Baila Baila Baila - Remix,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",Ozuna
0.772,0.803,1,-3.035,1,0.0468,0.188,0.0,0.434,0.853,94.981,6U2NuJILEOEpW2tVCuqKHb,spotify:track:6U2NuJILEOEpW2tVCuqKHb,242160,4,4,Dura - Remix,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.794,0.864,8,-5.964,1,0.0755,0.00889,0.000145,0.0398,0.9,100.516,4jjPvqzUHNYuNEtSJnklwJ,spotify:track:4jjPvqzUHNYuNEtSJnklwJ,185107,4,1,Impacto,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.781,0.842,10,-5.334,0,0.0403,0.102,0.0,0.0657,0.71,120.054,2QSuNcQxqFfokvbS7SInHG,spotify:track:2QSuNcQxqFfokvbS7SInHG,219787,4,2,Ven Conmigo,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.685,0.859,5,-2.595,0,0.0553,0.116,0.0,0.317,0.891,176.018,2Q85xwXagilpHKTfdrbC7M,spotify:track:2Q85xwXagilpHKTfdrbC7M,204520,4,2,La Rompe Corazones,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.771,0.815,1,-5.423,0,0.0719,0.161,2.01e-05,0.189,0.524,94.016,0Q7ZM15J0cJA9rd7pQYdRq,spotify:track:0Q7ZM15J0cJA9rd7pQYdRq,205520,4,2,Tu Príncipe,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.691,0.894,9,-1.681,0,0.115,0.291,0.0,0.104,0.623,184.019,7MRU4vOkywuhZ9kbFiPuiu,spotify:track:7MRU4vOkywuhZ9kbFiPuiu,241880,4,2,Si Supieras,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,6MJUCumnQsQEKbCy28tbCP,spotify:track:6MJUCumnQsQEKbCy28tbCP,207853,4,2,Adictiva,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.806,0.804,6,-4.84,0,0.146,0.0615,0.0,0.115,0.766,88.018,5dKl1tHgvRWYObC3uM6J0P,spotify:track:5dKl1tHgvRWYObC3uM6J0P,190311,4,1,Perros Salvajes,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.834,0.808,11,-2.597,1,0.0542,0.0569,0.00052,0.222,0.829,104.026,4gqMVEJSaL5nNeKj5WmVoT,spotify:track:4gqMVEJSaL5nNeKj5WmVoT,198453,4,3,No Lo Trates,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",Pitbull
0.768,0.894,10,-2.564,1,0.0413,0.29,0.0125,0.0865,0.745,105.962,0OnqFl8tNKgkIl489RdfuK,spotify:track:0OnqFl8tNKgkIl489RdfuK,224333,4,1,Vaivén,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.729,0.876,6,-3.818,0,0.0679,0.11,0.000715,0.301,0.674,92.993,3FOh6ssnmv39CsoMYVUMZA,spotify:track:3FOh6ssnmv39CsoMYVUMZA,172907,4,1,Descontrol,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.756,0.957,1,-3.615,0,0.113,0.0918,0.0,0.212,0.458,92.006,0bMRpUsk1IWi5O2NIkWsqR,spotify:track:0bMRpUsk1IWi5O2NIkWsqR,309267,4,5,Mayor Que Yo 3,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",Luny Tunes
0.635,0.713,11,-6.909,1,0.0937,0.228,0.0,0.0506,0.749,179.864,0ERbK7qVqveCaBWIiYCrl3,spotify:track:0ERbK7qVqveCaBWIiYCrl3,204701,4,3,Bella y Sensual,"['bachata', 'latin', 'tropical']",Romeo Santos
0.659,0.802,2,-4.79,1,0.148,0.208,0.0,0.123,0.863,177.936,7CUYHcu0RnbOnMz4RuN07w,spotify:track:7CUYHcu0RnbOnMz4RuN07w,228200,4,2,Despacito (Featuring Daddy Yankee),"['latin', 'latin pop', 'puerto rican pop', 'tropical']",Luis Fonsi
0.79,0.837,4,-5.797,1,0.0609,0.0755,5.39e-05,0.0729,0.798,95.968,1EhM7nYYRpH2kzPdlnEpHa,spotify:track:1EhM7nYYRpH2kzPdlnEpHa,170240,4,2,No Me Dejes Solo,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.747,0.887,9,-4.757,0,0.151,0.0286,5.25e-05,0.0745,0.697,91.996,3h99fBGkTn3J2NsrYU8rcO,spotify:track:3h99fBGkTn3J2NsrYU8rcO,212987,4,2,Gangsta Zone,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.826,0.836,3,-4.238,0,0.0654,0.0961,4.81e-06,0.282,0.887,91.992,5P45FGGEl99tHmKx6RaP9C,spotify:track:5P45FGGEl99tHmKx6RaP9C,268107,4,3,Todo Comienza en la Disco,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",Wisin
0.633,0.749,1,-4.962,0,0.0961,0.18,0.0,0.0783,0.816,179.872,4eqF33UK2ljNgbZ1GC1Q0x,spotify:track:4eqF33UK2ljNgbZ1GC1Q0x,220547,4,2,El Amante,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.594,0.687,10,-5.808,0,0.219,0.00597,0.0,0.0843,0.773,120.036,5tqPtgj3Q2NrwRBUCZ3j7L,spotify:track:5tqPtgj3Q2NrwRBUCZ3j7L,214787,3,1,Somos de Calle,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.731,0.786,0,-4.898,1,0.254,0.114,0.0,0.437,0.78,89.092,0CJCS1CaZPy6DEKxoNBoXa,spotify:track:0CJCS1CaZPy6DEKxoNBoXa,453360,4,8,Llegamos A La Disco,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.751,0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031,3whrwq4DtvucphBPUogRuJ,spotify:track:3whrwq4DtvucphBPUogRuJ,199095,4,2,Havana - Remix,"['dance pop', 'pop', 'post-teen pop']",Camila Cabello
0.756,0.851,2,-3.33,1,0.0674,0.0336,0.0,0.126,0.934,75.014,7BuSE9uTIw931wtZYzvZcQ,spotify:track:7BuSE9uTIw931wtZYzvZcQ,200693,4,4,Runaway,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano']",Sebastian Yatra
0.945,0.49,5,-5.766,0,0.107,0.606,0.0,0.323,0.906,100.011,5sC0youR92ljJRn6VatElb,spotify:track:5sC0youR92ljJRn6VatElb,206800,4,1,Salud y Vida,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.838,0.81,9,-3.175,0,0.0891,0.22,1.31e-05,0.0817,0.889,164.04,0JOUrhZGMCx3lk9VosAQWl,spotify:track:0JOUrhZGMCx3lk9VosAQWl,190244,4,3,El Desorden,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",Ozuna
0.831,0.742,3,-6.736,0,0.153,0.0649,0.0,0.0744,0.712,95.995,6X8pDrhv1pnurPSNUyizR2,spotify:track:6X8pDrhv1pnurPSNUyizR2,195800,4,1,Dale Caliente,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.024,0gCPvo1GkbtPhMqg5Gbx1K,spotify:track:0gCPvo1GkbtPhMqg5Gbx1K,279613,4,2,Vuelve,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.765,0.906,8,-2.097,0,0.0965,0.125,0.0,0.423,0.95,96.071,0U6bQIAh6MCGo1xjbIIx2S,spotify:track:0U6bQIAh6MCGo1xjbIIx2S,184558,4,7,Instagram,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']",Dimitri Vegas & Like Mike
0.837,0.823,8,-4.516,1,0.158,0.181,0.0,0.0737,0.822,91.923,0TOfUc4AO3nk46xtVS1K4t,spotify:track:0TOfUc4AO3nk46xtVS1K4t,199493,4,1,Santifica Tus Escapularios,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.577,0.562,4,-7.02,0,0.0487,0.0762,0.0,0.367,0.461,176.024,0PvhZxSSaVjmGBgtj2RtqL,spotify:track:0PvhZxSSaVjmGBgtj2RtqL,155547,4,1,Cuéntame,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",Daddy Yankee
0.772,0.83,7,-5.019,1,0.0599,0.016,0.0,0.0843,0.697,94.011,5XqCz18k96K8tx6DAYM97i,spotify:track:5XqCz18k96K8tx6DAYM97i,194200,4,2,PA' ROMPERLA,"['latin', 'reggaeton', 'trap latino']",Bad Bunny
0.734,0.519,8,-9.483,0,0.0824,0.00814,0.148,0.311,0.685,82.982,1AMMH22Y62rF3PDLTVhIFL,spotify:track:1AMMH22Y62rF3PDLTVhIFL,177293,4,1,Vacilón,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.696,0.708,9,-5.252,0,0.138,0.187,0.0,0.387,0.961,149.994,6gokadtiVvFO0nuAoOLX98,spotify:track:6gokadtiVvFO0nuAoOLX98,195987,4,2,Ramayama,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.662,0.896,5,-5.311,0,0.251,0.318,0.0,0.186,0.79,90.622,4BxzNZpcm1j3JczZzGNe2k,spotify:track:4BxzNZpcm1j3JczZzGNe2k,305280,4,2,Bandoleros,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.748,0.763,5,-6.995,1,0.0517,0.453,0.0179,0.0877,0.849,91.979,26RZ3DhnVlytdG6N1oxW1E,spotify:track:26RZ3DhnVlytdG6N1oxW1E,252480,4,1,Pobre Diabla,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.785,0.881,8,-4.205,0,0.0505,0.212,0.0,0.753,0.729,113.999,5nJaS3PEpyPfaWiLxIGtRX,spotify:track:5nJaS3PEpyPfaWiLxIGtRX,239493,4,1,Virtual Diva,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.884,0.749,4,-5.277,0,0.0973,0.0918,0.0142,0.0436,0.964,110.005,6w5wRGoHWI7Ktt9lQBLQig,spotify:track:6w5wRGoHWI7Ktt9lQBLQig,315307,4,1,Salió El Sol - Remastered 2016,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.788,0.873,7,-2.322,1,0.117,0.00607,0.00052,0.0908,0.703,91.981,79zvVrn65ksbiGQxrtV4I5,spotify:track:79zvVrn65ksbiGQxrtV4I5,193613,4,1,Guaya Guaya,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.697,0.919,7,-3.867,1,0.0792,0.432,0.0206,0.0882,0.683,179.988,4s7DK08ZqqU5EnjvQ6Vlle,spotify:track:4s7DK08ZqqU5EnjvQ6Vlle,232227,4,1,Hasta Abajo,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.831,0.818,2,-7.827,1,0.0825,0.0242,0.000336,0.0892,0.807,95.023,1PZrHbJjt5t7dP9OGRxcD0,spotify:track:1PZrHbJjt5t7dP9OGRxcD0,212413,4,1,Dale Don Dale,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.43,0.886,0,-5.811,1,0.0828,0.0449,0.0,0.0879,0.808,187.38,4cyYC67XY3weSVmSLdKLP8,spotify:track:4cyYC67XY3weSVmSLdKLP8,292160,3,1,Taboo,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.676,0.705,4,-7.503,0,0.16,0.178,7.55e-05,0.0561,0.711,93.774,2Nf6VvmpR3LqSLfHvsduMD,spotify:track:2Nf6VvmpR3LqSLfHvsduMD,204587,4,1,Dile,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.741,0.867,6,-5.138,1,0.0334,0.000443,5.6e-06,0.449,0.561,112.011,3Tqf2Y1dGgr7j3mtunEFaQ,spotify:track:3Tqf2Y1dGgr7j3mtunEFaQ,233987,4,1,Sexy Robotica,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,2a1o6ZejUi8U3wzzOtCOYw,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,198773,3,2,Danza Kuduro,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.729,0.894,5,-3.494,1,0.0397,0.00205,0.021,0.128,0.832,124.992,43CL49bukqUMNxontuQtR2,spotify:track:43CL49bukqUMNxontuQtR2,263973,4,1,Zumba,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.73,0.863,1,-5.082,1,0.154,0.0373,0.0,0.491,0.818,170.014,0BenZn1xELuxhb7Pjwyjxv,spotify:track:0BenZn1xELuxhb7Pjwyjxv,237973,4,2,Hooka,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.759,0.812,1,-3.95,1,0.0593,0.122,4.51e-05,0.192,0.661,88.995,2rXZir7PFYmCw93pK3iVaW,spotify:track:2rXZir7PFYmCw93pK3iVaW,211627,4,2,Te Quiero Pa´Mi,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.47,0.567,10,-6.894,0,0.0361,0.101,4e-05,0.354,0.376,79.993,0LcnZnhSQsoa9Dc51tj3wa,spotify:track:0LcnZnhSQsoa9Dc51tj3wa,185613,4,1,Quien La Vio Llorar,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.355,0.958,4,-4.029,1,0.349,0.0235,0.00072,0.331,0.885,190.313,5Ji2qD1v0TGC5dlKIYA6Oo,spotify:track:5Ji2qD1v0TGC5dlKIYA6Oo,245040,3,1,Hasta Que Salga El Sol,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.821,0.667,0,-5.845,0,0.124,0.188,0.0,0.0647,0.688,96.415,7AObnx2EzL6FeYjmdjPCoA,spotify:track:7AObnx2EzL6FeYjmdjPCoA,202600,4,3,Ella Ella,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.735,0.787,10,-6.299,0,0.0366,0.00113,1.21e-06,0.242,0.394,98.009,7yxWmnTrXBxevDiMf2qrqI,spotify:track:7yxWmnTrXBxevDiMf2qrqI,248627,4,1,Luna Llena,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.838,0.71,7,-5.835,0,0.0862,0.126,1.13e-06,0.0589,0.638,159.919,18Phat5S6ck3pIJItSA9GS,spotify:track:18Phat5S6ck3pIJItSA9GS,210000,4,2,Yo No Se Que Hacer,"['latin', 'latin hip hop', 'latin pop', 'reggaeton', 'reggaeton flow', 'tropical']","Tito ""El Bambino"""
0.887,0.631,7,-8.124,1,0.172,0.102,9.89e-05,0.107,0.482,95.032,3spqYs23KuMYNRDv0ReTEK,spotify:track:3spqYs23KuMYNRDv0ReTEK,166707,4,1,Intocable,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'tropical']",Don Omar
0.37,0.702,9,-5.284,0,0.0313,0.0111,1.81e-06,0.328,0.48,149.098,4MUhGA8YfsYDqD4NhTUtSf,spotify:track:4MUhGA8YfsYDqD4NhTUtSf,244427,4,1,Sé Vos,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.503,0.691,0,-6.431,1,0.0287,0.000447,0.0,0.224,0.422,89.034,23pjNhoEjmJcKK0pkF41a5,spotify:track:23pjNhoEjmJcKK0pkF41a5,239467,4,1,Sentir Indiano,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.404,0.917,9,-3.71,1,0.0429,0.000598,5.23e-06,0.131,0.433,129.051,6Sem0AaD6b6MSJqgJiwXde,spotify:track:6Sem0AaD6b6MSJqgJiwXde,284000,4,1,A Vos Amigo,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.54,0.912,2,-5.512,1,0.0436,0.000236,0.000113,0.547,0.375,133.024,5sNGy9RyHKUasJxSkEu0tT,spotify:track:5sNGy9RyHKUasJxSkEu0tT,265373,4,1,Tú Eres Su Seguridad,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.576,0.736,9,-4.275,1,0.0288,0.0526,5.04e-06,0.159,0.197,96.881,0UvwBNLDfp1lcR8Fmk9Jw4,spotify:track:0UvwBNLDfp1lcR8Fmk9Jw4,243573,4,1,Pa´l recuerdo,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.353,0.815,7,-3.606,1,0.0282,0.000192,6.22e-05,0.348,0.406,88.325,0RmwVg25oTbhHs1gaIZNiw,spotify:track:0RmwVg25oTbhHs1gaIZNiw,259960,4,1,El Visitante,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.569,0.884,5,-4.751,0,0.0299,7.68e-05,0.000581,0.29,0.601,132.903,1De6UodD0x1MzoYUcPC702,spotify:track:1De6UodD0x1MzoYUcPC702,196533,4,1,Triunfo,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.537,0.377,2,-10.638,0,0.0744,0.91,0.944,0.105,0.845,98.79,2ANtJESx5Clef9NMxyD4AN,spotify:track:2ANtJESx5Clef9NMxyD4AN,122600,4,1,Caballo negro,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.368,0.59,6,-4.376,0,0.0271,0.00321,4.8e-05,0.0884,0.47,73.764,7KFJ4Aro4pEvwVKXbJVRzh,spotify:track:7KFJ4Aro4pEvwVKXbJVRzh,283120,4,1,En Este Viaje,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.247,0.928,9,-3.692,1,0.0677,0.000337,0.000135,0.304,0.66,92.263,6xHgQwHoSm3JaaEmTKiT7v,spotify:track:6xHgQwHoSm3JaaEmTKiT7v,181133,4,1,Si Me Estás Buscando,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.396,0.796,4,-4.722,0,0.0282,0.000121,6.29e-05,0.586,0.394,90.737,7wswmbqbyg9IZAV0xmuxfV,spotify:track:7wswmbqbyg9IZAV0xmuxfV,299560,4,1,Memoria De Siglos,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.563,0.575,2,-5.226,1,0.0255,0.231,2.21e-06,0.122,0.381,140.173,695DuOs1C134HdR22SxaVx,spotify:track:695DuOs1C134HdR22SxaVx,232027,4,1,Si me ves volver,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.245,0.966,5,-3.423,1,0.0769,0.00196,0.0,0.33,0.395,94.958,2eRXQeH1NZkZyr1jdTQWle,spotify:track:2eRXQeH1NZkZyr1jdTQWle,150640,4,1,Regresando,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
0.486,0.777,6,-5.604,0,0.0424,0.0156,0.0,0.366,0.41,78.65,7pu69nMDNOCxWrItckvpvU,spotify:track:7pu69nMDNOCxWrItckvpvU,247800,4,1,Convide Rutero,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte
