danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,num_artists,track_name,genero,artist_name
0.719,0.388,2,-10.281,1,0.0295,0.0937,0.000126,0.269,0.739,129.964,70UhbzCEgEbXzXAGOTkWie,spotify:track:70UhbzCEgEbXzXAGOTkWie,276307,4,1,Lo Que Digo,"['argentine alternative rock', 'argentine indie', 'indie cordoba']",Rayos Láser
0.749,0.552,2,-5.029,1,0.029,0.0227,0.00119,0.542,0.389,119.999,6knFImTFPS3KA5B7cwboiI,spotify:track:6knFImTFPS3KA5B7cwboiI,187707,4,1,Llamame,"['argentine alternative rock', 'argentine indie', 'indie cordoba']",Rayos Láser
0.608,0.452,2,-7.573,1,0.0247,0.0543,0.000787,0.121,0.329,84.976,4mDpxgSlLVE57XW7sRbcjH,spotify:track:4mDpxgSlLVE57XW7sRbcjH,210007,4,1,Un Regalo Tuyo,"['argentine alternative rock', 'argentine indie', 'indie cordoba']",Rayos Láser
0.652,0.685,7,-6.036,0,0.0332,0.0556,0.0,0.0961,0.921,154.075,0pLUCa7hsobkvRRLwTHy3G,spotify:track:0pLUCa7hsobkvRRLwTHy3G,166740,4,1,Distinto,"['argentine alternative rock', 'argentine indie', 'indie cordoba']",Rayos Láser
0.616,0.53,6,-9.379,0,0.052,0.0246,0.21,0.258,0.855,170.012,6wsew4iq1maOkuLskMB3Z6,spotify:track:6wsew4iq1maOkuLskMB3Z6,253013,4,1,La Noche del Sur,"['argentine alternative rock', 'argentine indie', 'indie cordoba']",Rayos Láser
0.697,0.521,2,-8.316,1,0.0311,0.00777,0.000389,0.285,0.625,130.067,3FEOqZ0FIh54PzMsbHgsPY,spotify:track:3FEOqZ0FIh54PzMsbHgsPY,193858,4,1,Nuestro Amor,"['argentine alternative rock', 'argentine indie', 'indie cordoba']",Rayos Láser
0.862,0.428,0,-9.793,1,0.0481,0.204,0.0,0.11,0.379,128.048,7HrnRmbiDEJUoRD9PNnKwO,spotify:track:7HrnRmbiDEJUoRD9PNnKwO,151382,4,2,"Louta: Bzrp Music Sessions, Vol. 20","['argentine hip hop', 'pop venezolano', 'trap argentino']",Bizarrap
0.767,0.813,10,-3.605,1,0.07,0.488,0.0,0.12,0.789,115.949,7gfyrnHMieXMjIW4n2p5wf,spotify:track:7gfyrnHMieXMjIW4n2p5wf,209133,4,2,AYER TE VI (feat. Zoe Gotusso),"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.801,0.168,0,-11.881,1,0.162,0.981,0.000247,0.0919,0.389,84.801,35qpbFU4HXSoERLSM25End,spotify:track:35qpbFU4HXSoERLSM25End,170580,4,1,DE ESTE LADO DE LA FOTO,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.724,0.74,6,-3.726,1,0.0585,0.21,0.0,0.143,0.399,110.07,4dBZ6m6HnEGaBSnTfhKAhH,spotify:track:4dBZ6m6HnEGaBSnTfhKAhH,187827,4,1,PALMERAS,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.683,0.878,2,-4.041,1,0.0504,0.0784,0.000222,0.0678,0.495,117.024,71bO0OsW7odKFhbjrHwM8C,spotify:track:71bO0OsW7odKFhbjrHwM8C,209227,4,1,PUEDE SER,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.634,0.782,2,-5.487,1,0.0301,0.0892,0.0,0.271,0.675,100.04,0nnH20zJX4nfdTwhT3HA8u,spotify:track:0nnH20zJX4nfdTwhT3HA8u,184800,4,1,NO TE COMAS LA PELI,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.912,0.843,9,-2.1,0,0.31,0.229,0.0,0.0734,0.954,132.946,0zwqCbNKpeDxytxPxi2sz6,spotify:track:0zwqCbNKpeDxytxPxi2sz6,168920,4,1,TODOS CON EL CELU,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.32,0.311,1,-8.796,1,0.037,0.916,0.0,0.0943,0.296,141.428,29HZOXUcg1rIE3QYIdYCBx,spotify:track:29HZOXUcg1rIE3QYIdYCBx,166147,4,1,ABRIR TU CORAZON,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.633,0.891,6,-2.557,0,0.368,0.715,0.0,0.324,0.663,93.99,6FJEE7fL0XZb80TYq7nygf,spotify:track:6FJEE7fL0XZb80TYq7nygf,221120,5,2,UACHO (feat. Marilina Bertoldi),"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.457,0.847,0,-0.781,1,0.0981,0.0136,0.0,0.282,0.916,78.779,2s2clG1RlW4YbJisaQT9aL,spotify:track:2s2clG1RlW4YbJisaQT9aL,106360,4,1,ENCHASTRE,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.63,0.619,4,-2.705,1,0.0654,0.251,3.87e-06,0.0533,0.739,120.004,6LTS9XjUZXVDr0DY0b8AQA,spotify:track:6LTS9XjUZXVDr0DY0b8AQA,212387,4,1,SOMOS TAN INTENSOS,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.835,0.849,0,-2.047,1,0.0353,0.0171,0.00827,0.12,0.643,122.993,6b6PY4l357pJZ155GmL9dW,spotify:track:6b6PY4l357pJZ155GmL9dW,207427,4,1,CUENTITOS,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.812,0.642,10,-3.977,0,0.0798,0.026,0.0,0.323,0.398,114.98,1DOZ7HyqUKT3KgnAPapYGT,spotify:track:1DOZ7HyqUKT3KgnAPapYGT,202653,4,1,CHOCOLATE,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.46,0.653,7,-7.842,1,0.0511,0.128,0.0366,0.0988,0.337,139.955,4dPCj4rOkngJX3VWOkpOpo,spotify:track:4dPCj4rOkngJX3VWOkpOpo,230787,4,1,UN LUGAR ADENTRO,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.618,0.499,1,-8.886,0,0.168,0.743,0.0,0.115,0.691,90.125,0xxFisCrlitQsf8TCOwI1v,spotify:track:0xxFisCrlitQsf8TCOwI1v,172646,4,1,Parque Acuático,"['argentine indie', 'argentine reggae', 'argentine rock', 'latin rock', 'rock en espanol']",El Kuelgue
0.56,0.683,9,-7.917,0,0.0514,0.599,0.000114,0.0851,0.643,127.438,4yFh5okeS2u5iO5vAsBsHc,spotify:track:4yFh5okeS2u5iO5vAsBsHc,302613,3,1,Bossa & People,"['argentine indie', 'argentine reggae', 'argentine rock', 'latin rock', 'rock en espanol']",El Kuelgue
0.604,0.637,9,-5.725,1,0.0332,0.237,0.0,0.113,0.616,154.889,3MbWaYdtpVVtpGQqWBmeMq,spotify:track:3MbWaYdtpVVtpGQqWBmeMq,234307,4,1,Circunvalación,"['argentine indie', 'argentine reggae', 'argentine rock', 'latin rock', 'rock en espanol']",El Kuelgue
0.668,0.741,6,-2.786,0,0.0811,0.156,0.0,0.0399,0.728,99.947,6z3LpxJGHNwOy4wjIzGJRF,spotify:track:6z3LpxJGHNwOy4wjIzGJRF,168789,4,1,Chiste,"['argentine indie', 'argentine reggae', 'argentine rock', 'latin rock', 'rock en espanol']",El Kuelgue
0.703,0.623,9,-6.883,1,0.0271,0.415,0.0,0.0852,0.524,118.123,5GgmtaUrV9qk6aBTbcupcd,spotify:track:5GgmtaUrV9qk6aBTbcupcd,195307,4,1,En Avenidas,"['argentine indie', 'argentine reggae', 'argentine rock', 'latin rock', 'rock en espanol']",El Kuelgue
0.679,0.754,1,-6.633,0,0.0291,0.0862,0.00382,0.242,0.546,112.872,6eiNg8p7GYO7x0GXM4zplv,spotify:track:6eiNg8p7GYO7x0GXM4zplv,271400,4,1,El Tesoro,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.688,0.487,4,-10.38,1,0.0251,0.124,0.17,0.155,0.298,104.986,0oTDAJdyXD32cvawlw4Vpd,spotify:track:0oTDAJdyXD32cvawlw4Vpd,327739,4,1,La Noche Eterna,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.278,0.565,7,-7.544,1,0.0302,0.00299,0.61,0.128,0.284,104.227,3qItYNPhAFxQp4QLN1pikP,spotify:track:3qItYNPhAFxQp4QLN1pikP,253520,4,1,Más o Menos Bien,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.636,0.332,2,-10.499,1,0.0296,0.638,0.00036,0.0984,0.263,100.16,5PNsvpWfizCAbohxvev8jW,spotify:track:5PNsvpWfizCAbohxvev8jW,320600,4,1,El Tesoro - Acústico,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.328,0.603,9,-5.85,1,0.0307,0.0129,0.000245,0.0975,0.293,79.568,7F5jWzjyyTqN73HwhL9swo,spotify:track:7F5jWzjyyTqN73HwhL9swo,238311,4,1,El Mundo Extraño,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.424,0.606,2,-8.112,1,0.0285,0.0202,0.00528,0.101,0.28,109.698,4bjCLt9DmQ7nlcw1TUDh7U,spotify:track:4bjCLt9DmQ7nlcw1TUDh7U,311550,4,1,Fuego,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.494,0.915,2,-5.239,1,0.0572,0.00801,0.00505,0.136,0.74,140.047,5iQfFljjs2rwXYe68V9VyE,spotify:track:5iQfFljjs2rwXYe68V9VyE,157667,4,1,Ahora Imagino Cosas,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.324,0.806,11,-7.174,0,0.0332,0.0013,0.857,0.187,0.319,133.637,6J0VTqjC68XlfoCWRnIFZi,spotify:track:6J0VTqjC68XlfoCWRnIFZi,233587,4,1,Chica de Oro,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.567,0.763,7,-6.958,1,0.0332,0.000351,0.259,0.187,0.433,119.989,7mM6BIdq101IEn4hxAVqo2,spotify:track:7mM6BIdq101IEn4hxAVqo2,344000,4,1,Destruccion,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.53,0.474,5,-11.571,1,0.0275,0.00279,0.775,0.174,0.488,99.997,6yTsxAaH03k68AQtErgU7h,spotify:track:6yTsxAaH03k68AQtErgU7h,319061,4,1,La Casa Fantasmal,"['argentine alternative rock', 'argentine indie', 'argentine indie rock', 'argentine rock', 'indie platense', 'latin rock', 'rock en espanol', 'rock nacional']",El Mató a un Policía Motorizado
0.797,0.337,5,-10.079,1,0.0696,0.535,0.0,0.114,0.664,130.016,0H351Cn5b1uS4E4Cg1Jxb5,spotify:track:0H351Cn5b1uS4E4Cg1Jxb5,253161,3,1,La Carta,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.481,0.649,0,-9.431,1,0.0483,0.131,0.0598,0.129,0.496,88.302,1DIBkKqsREnKgxpZ5RJjRf,spotify:track:1DIBkKqsREnKgxpZ5RJjRf,257898,4,1,Potra,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.685,0.271,1,-11.207,1,0.0376,0.404,0.0109,0.303,0.397,111.988,4fDUAfzsQKszt09InZKRE4,spotify:track:4fDUAfzsQKszt09InZKRE4,304943,4,1,Veni Mirá,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.794,0.33,10,-10.245,0,0.0686,0.377,0.0813,0.0772,0.329,86.939,17mWqjqxQBMWkcnQ1tYm9r,spotify:track:17mWqjqxQBMWkcnQ1tYm9r,220752,4,1,Vos No,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.855,0.262,1,-9.549,1,0.258,0.362,0.000241,0.123,0.576,91.057,6YWE7WrOmrGbuYaw3DxzGf,spotify:track:6YWE7WrOmrGbuYaw3DxzGf,171986,4,1,Unos Días Más,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.713,0.375,9,-10.678,0,0.032,0.578,0.0614,0.0889,0.457,90.976,3tuWDUfQGq1QPbkQO9kvNg,spotify:track:3tuWDUfQGq1QPbkQO9kvNg,240176,4,1,Menos Mal,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.707,0.337,4,-11.105,1,0.0301,0.542,0.00327,0.0927,0.446,86.987,7vBm2Ezg5Ah07EA4CJV6Dh,spotify:track:7vBm2Ezg5Ah07EA4CJV6Dh,309898,1,1,El Enrosque,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.656,0.57,1,-10.969,1,0.0403,0.18,0.047,0.216,0.341,141.981,51MECwVsdNqa7wSGfETfE2,spotify:track:51MECwVsdNqa7wSGfETfE2,200460,4,1,Ya Es Tarde,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.715,0.565,2,-7.884,1,0.0375,0.117,0.00368,0.167,0.778,91.964,0VzFVd0dZs6y0cr6KbAz13,spotify:track:0VzFVd0dZs6y0cr6KbAz13,222023,4,1,Sin un Peso,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.555,0.319,7,-11.042,0,0.0985,0.144,0.000504,0.13,0.359,88.966,2sI9zZrJjrUWJX1Nmzd6U6,spotify:track:2sI9zZrJjrUWJX1Nmzd6U6,240381,4,1,La Espera,"['argentine indie', 'latin funk', 'r&b argentino']",NAFTA
0.847,0.584,6,-7.228,0,0.0544,0.201,0.702,0.116,0.884,99.996,0x8BqAY4rSnLtwrdVz4hGu,spotify:track:0x8BqAY4rSnLtwrdVz4hGu,146750,4,1,Sincero,"['argentine indie', 'r&b argentino']",CELLI
0.73,0.638,7,-6.167,1,0.105,0.292,0.0484,0.136,0.597,179.938,3ceTve1amL7RHUCKkRNlof,spotify:track:3ceTve1amL7RHUCKkRNlof,188117,4,2,Gracias x Nada,"['argentine indie', 'r&b argentino']",CELLI
0.902,0.594,1,-6.561,1,0.0396,0.0654,0.0567,0.208,0.615,122.003,3tisOrj7GrLnNWwISIbnka,spotify:track:3tisOrj7GrLnNWwISIbnka,229018,4,4,"Bailar Sola (feat. Florencia Lucena, Nahuel Barbero & Hernan Ortiz)","['argentine indie', 'electronica argentina', 'indie cordoba', 'pop electronico', 'r&b argentino']",Valdes
0.663,0.877,6,-3.853,0,0.227,0.282,8.9e-05,0.124,0.636,109.657,3JNxj1y1zp6Q5P4gpWywCn,spotify:track:3JNxj1y1zp6Q5P4gpWywCn,243498,4,1,ALGO MÁS.,"['argentine indie', 'electronica argentina', 'indie cordoba', 'pop electronico', 'r&b argentino']",Valdes
0.744,0.664,6,-7.472,0,0.0494,0.0345,0.000201,0.171,0.582,99.992,7tchQZbfdadxvl16IE3BYb,spotify:track:7tchQZbfdadxvl16IE3BYb,215644,4,1,Las Cosas,"['argentine indie', 'electronica argentina', 'indie cordoba', 'pop electronico', 'r&b argentino']",Valdes
0.503,0.586,5,-6.253,0,0.0395,0.115,0.00011,0.0944,0.588,149.94,1FBgq8cFPRqMDZ0YabAl1R,spotify:track:1FBgq8cFPRqMDZ0YabAl1R,308309,3,1,Callar,"['argentine indie', 'electronica argentina', 'indie cordoba', 'pop electronico', 'r&b argentino']",Valdes
0.738,0.614,1,-6.53,0,0.0369,0.374,2.83e-06,0.13,0.743,115.062,38n7UKOrH7uvBpEKH8O2A2,spotify:track:38n7UKOrH7uvBpEKH8O2A2,139744,4,1,VENIR A LA CIUDAD.,"['argentine indie', 'electronica argentina', 'indie cordoba', 'pop electronico', 'r&b argentino']",Valdes
0.668,0.795,0,-5.25,1,0.0467,0.287,0.00232,0.117,0.824,90.024,0XLgejotJO28IcZwptFNpa,spotify:track:0XLgejotJO28IcZwptFNpa,210003,4,1,TODO LO QUE HICIMOS.,"['argentine indie', 'electronica argentina', 'indie cordoba', 'pop electronico', 'r&b argentino']",Valdes
0.736,0.657,5,-9.554,0,0.0478,0.0313,0.000375,0.0432,0.67,119.956,2bNjkJrIcxbg0rLXFD1TGJ,spotify:track:2bNjkJrIcxbg0rLXFD1TGJ,230261,4,1,Bruce Willis,['argentine indie'],Gativideo
0.81,0.58,6,-9.1,1,0.0431,0.143,0.0228,0.208,0.872,130.026,6ug13xDUqGxI3ByQ7dr2tZ,spotify:track:6ug13xDUqGxI3ByQ7dr2tZ,221398,4,1,Flota Flota,['argentine indie'],Gativideo
0.685,0.498,0,-12.42,1,0.0812,0.332,0.00201,0.0948,0.82,114.861,3tyfR2D8Av7eMwNmw0pDBn,spotify:track:3tyfR2D8Av7eMwNmw0pDBn,204103,4,1,Disco Majul,['argentine indie'],Gativideo
0.672,0.726,5,-10.024,0,0.0417,0.00229,0.00411,0.118,0.59,115.063,1Dbhw9vreWLbYXyntw1x3g,spotify:track:1Dbhw9vreWLbYXyntw1x3g,191394,4,1,Fantástico Bailable,['argentine indie'],Gativideo
0.748,0.762,4,-8.338,0,0.0452,0.0223,0.0266,0.118,0.74,109.982,6VQVunawftOm4Ccxw3DE4d,spotify:track:6VQVunawftOm4Ccxw3DE4d,186000,4,1,Efecto Mandela,['argentine indie'],Gativideo
0.622,0.795,10,-6.673,1,0.136,0.726,0.000203,0.133,0.304,110.294,1HybSO5H9VwPikP7ivMsVw,spotify:track:1HybSO5H9VwPikP7ivMsVw,300276,4,2,Municipálida,"['argentine alternative rock', 'argentine indie', 'latin rock', 'manso indie']",Perras on the beach
0.389,0.841,9,-7.267,0,0.0453,0.0359,0.0,0.195,0.66,165.274,6Ua8Ce78UqIR2CoGZG1GR9,spotify:track:6Ua8Ce78UqIR2CoGZG1GR9,117659,4,1,Ramona,"['argentine alternative rock', 'argentine indie', 'latin rock', 'manso indie']",Perras on the beach
0.367,0.559,2,-9.279,1,0.0295,0.0385,0.00238,0.269,0.305,172.826,3wEpZrhWQsFZX9SbEGLaQt,spotify:track:3wEpZrhWQsFZX9SbEGLaQt,232000,4,1,Puchos,"['argentine alternative rock', 'argentine indie', 'latin rock', 'manso indie']",Perras on the beach
0.422,0.426,6,-10.454,0,0.043,0.609,2.99e-05,0.152,0.112,134.393,39WKa4zvhzJ57fw4WF6Pmv,spotify:track:39WKa4zvhzJ57fw4WF6Pmv,252778,4,1,Un Montón,"['argentine alternative rock', 'argentine indie', 'latin rock', 'manso indie']",Perras on the beach
0.645,0.343,4,-13.69,0,0.0328,0.535,0.0812,0.141,0.141,115.033,4dj1zlrCdlsz0DMUKyhJjm,spotify:track:4dj1zlrCdlsz0DMUKyhJjm,142087,4,1,Turco X,"['argentine alternative rock', 'argentine indie', 'latin rock', 'manso indie']",Perras on the beach
0.664,0.461,9,-13.071,1,0.0294,0.764,0.00091,0.137,0.311,99.971,6XAgscdFturmRLL4rb8e92,spotify:track:6XAgscdFturmRLL4rb8e92,167380,4,1,Tus Pecas - Bonus Track,"['argentine alternative rock', 'argentine indie', 'latin rock', 'manso indie']",Perras on the beach
0.494,0.274,1,-10.156,0,0.029,0.898,0.000235,0.107,0.0835,134.293,6mYdnKt43uGw3gmtOz4yQi,spotify:track:6mYdnKt43uGw3gmtOz4yQi,251853,4,1,Agua Marfil,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'manso indie', 'pop electronico']",Usted Señalemelo
0.656,0.872,11,-5.48,0,0.0391,0.0293,0.025,0.113,0.619,114.969,1tgYWMpHWhhvr0hgOyCZsp,spotify:track:1tgYWMpHWhhvr0hgOyCZsp,293666,4,2,Big Bang,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'manso indie', 'pop electronico']",Usted Señalemelo
0.731,0.784,6,-7.183,0,0.0437,0.121,0.0492,0.0983,0.585,115.495,2DKrHjjGpq9mWY6iYRsbCW,spotify:track:2DKrHjjGpq9mWY6iYRsbCW,228290,4,2,Pana,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'manso indie', 'pop electronico']",Usted Señalemelo
0.641,0.536,11,-7.198,1,0.0427,0.0652,0.155,0.165,0.202,105.035,61jM1nDeNaCGYkJxdrqZYQ,spotify:track:61jM1nDeNaCGYkJxdrqZYQ,210341,4,2,Aguetas,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'manso indie', 'pop electronico']",Usted Señalemelo
0.564,0.675,0,-6.56,0,0.0279,0.0162,0.17,0.224,0.287,120.041,0K06J7PCBuocVNdDIFAAHi,spotify:track:0K06J7PCBuocVNdDIFAAHi,205366,4,1,Mañana,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'manso indie', 'pop electronico']",Usted Señalemelo
0.698,0.585,6,-6.983,0,0.0317,0.676,0.0105,0.0608,0.217,104.912,4J7LhtpgtPLzUzfov9p8ed,spotify:track:4J7LhtpgtPLzUzfov9p8ed,202406,4,1,Pana,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'manso indie', 'pop electronico']",Usted Señalemelo
0.522,0.729,0,-4.926,1,0.0361,0.0257,0.00384,0.399,0.475,129.998,5Msgn8PnKtNAu7xqaCyxKS,spotify:track:5Msgn8PnKtNAu7xqaCyxKS,260133,4,1,Laser 420,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'manso indie', 'pop electronico']",Usted Señalemelo
0.677,0.648,2,-8.304,1,0.0413,0.0305,0.00161,0.221,0.478,104.958,4Y4aXeXs1em12ny74ysEAf,spotify:track:4Y4aXeXs1em12ny74ysEAf,232272,4,1,Pastizal,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'manso indie', 'pop electronico']",Usted Señalemelo
0.708,0.699,10,-8.562,1,0.0495,0.163,0.688,0.192,0.375,120.02,1BkF4Jl1buBBbmCjO3wxy5,spotify:track:1BkF4Jl1buBBbmCjO3wxy5,162812,4,1,Sigo Sin Entenderte,"['argentine alternative rock', 'argentine indie', 'electronica argentina', 'latin rock', 'pop argentino']",LOUTA
0.68,0.321,5,-10.944,1,0.0376,0.791,4.67e-06,0.125,0.416,110.827,6aommJFM8i3iT4inKuDSXh,spotify:track:6aommJFM8i3iT4inKuDSXh,215986,4,1,Chachachá,['mexican indie'],Jósean Log
0.793,0.56,7,-8.922,0,0.0324,0.599,0.0,0.0952,0.862,123.011,4PpuZIMmeng6qPicveSI22,spotify:track:4PpuZIMmeng6qPicveSI22,211022,4,1,Beso,['mexican indie'],Jósean Log
0.749,0.37,4,-12.344,0,0.0486,0.386,1.77e-06,0.0929,0.237,124.927,1zDuB9BuEt9Bm3J8OtKEvq,spotify:track:1zDuB9BuEt9Bm3J8OtKEvq,238480,4,1,Combustión,['mexican indie'],Jósean Log
0.844,0.342,9,-10.166,1,0.0387,0.341,0.00118,0.102,0.725,113.99,2MPmqlCf6Hwgo5d2F7mA6Z,spotify:track:2MPmqlCf6Hwgo5d2F7mA6Z,264080,4,1,Jacaranda,['mexican indie'],Jósean Log
0.72,0.637,7,-3.783,1,0.0435,0.436,0.0,0.134,0.726,147.003,3tM9FUE7ETqnMQJMnCKLBw,spotify:track:3tM9FUE7ETqnMQJMnCKLBw,211467,4,1,"Trenes, Camiones Y Tractores","['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.6,0.9,6,-2.328,1,0.0744,0.00872,0.0,0.0307,0.695,99.557,2SmmevhFsgczaqU8pUDgaN,spotify:track:2SmmevhFsgczaqU8pUDgaN,159693,4,1,Suerte!,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.683,0.911,5,-3.332,0,0.0665,0.162,0.0,0.0726,0.879,92.003,2Vm4Uy2fsUcyRjViraNRPH,spotify:track:2Vm4Uy2fsUcyRjViraNRPH,231867,4,1,Chikanorexika,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.521,0.708,4,-4.332,1,0.0286,0.0531,2.8e-05,0.0795,0.33,90.78,7bxwO0efsmXk6tWFl2Wvw2,spotify:track:7bxwO0efsmXk6tWFl2Wvw2,208440,5,1,Prejuicios,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.611,0.766,4,-3.881,1,0.0282,0.0284,1.98e-05,0.231,0.801,119.02,4MjstyMMO5I6hch9GASIGb,spotify:track:4MjstyMMO5I6hch9GASIGb,174360,4,1,Pequeños Sueños,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.645,0.643,7,-4.113,1,0.304,0.716,0.0,0.125,0.906,134.804,5mtX7qSwGoo6Jbc96Ri2Hu,spotify:track:5mtX7qSwGoo6Jbc96Ri2Hu,159467,4,1,Soy La Zoila,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.61,0.829,2,-2.177,1,0.0663,0.0901,0.0,0.136,0.963,147.898,2FBAM2dVhCex33z30YA7hV,spotify:track:2FBAM2dVhCex33z30YA7hV,139307,4,1,Canciones,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.721,0.539,9,-5.76,1,0.0436,0.0119,0.0169,0.11,0.491,81.423,5C7dcSwhowL0092UfthqK5,spotify:track:5C7dcSwhowL0092UfthqK5,188467,4,1,Lloro,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.488,0.931,9,-2.705,1,0.0576,0.0133,1.45e-06,0.273,0.807,162.003,0grNELIxKngV6ozzbRZgQ5,spotify:track:0grNELIxKngV6ozzbRZgQ5,138333,4,1,Mariposas,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.507,0.727,5,-2.517,1,0.122,0.13,0.0,0.261,0.657,142.725,3sFa7aofqqDAnbUvaJsVz3,spotify:track:3sFa7aofqqDAnbUvaJsVz3,129960,4,1,Comida Chatarra,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.62,0.608,7,-4.78,1,0.029,0.201,0.0,0.0625,0.608,139.066,0N361WhEqVunVl5ZBkfd70,spotify:track:0N361WhEqVunVl5ZBkfd70,237800,4,1,El Fantasma,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
0.595,0.387,2,-3.554,0,0.0346,0.818,0.0,0.127,0.314,87.771,0rOfDS4AE5jAWkNVo3adEW,spotify:track:0rOfDS4AE5jAWkNVo3adEW,198040,4,1,Jijiji,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Árbol
