,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,num_artists,track_name,genero,artist_name
64,0.475,0.8640000000000001,2,-7.319,1,0.0428,5.75e-06,0.00075,0.0861,0.645,109.01700000000001,7cpCGXoItO3OGKyIQXAmBA,spotify:track:7cpCGXoItO3OGKyIQXAmBA,215587,4,1,Malon Mestizo,10,Malon
65,0.475,0.8640000000000001,2,-7.319,1,0.0428,5.75e-06,0.00075,0.0861,0.645,109.01700000000001,7cpCGXoItO3OGKyIQXAmBA,spotify:track:7cpCGXoItO3OGKyIQXAmBA,215587,4,1,Malon Mestizo,76,Malon
66,0.733,0.319,7,-11.585,1,0.0298,0.322,8.18e-06,0.2,0.466,110.00200000000001,419FFiitGchOUaIMEY7Dqi,spotify:track:419FFiitGchOUaIMEY7Dqi,325467,4,1,Asi Fue,19,Isabel Pantoja
67,0.733,0.319,7,-11.585,1,0.0298,0.322,8.18e-06,0.2,0.466,110.00200000000001,419FFiitGchOUaIMEY7Dqi,spotify:track:419FFiitGchOUaIMEY7Dqi,325467,4,1,Asi Fue,28,Isabel Pantoja
68,0.733,0.319,7,-11.585,1,0.0298,0.322,8.18e-06,0.2,0.466,110.00200000000001,419FFiitGchOUaIMEY7Dqi,spotify:track:419FFiitGchOUaIMEY7Dqi,325467,4,1,Asi Fue,105,Isabel Pantoja
69,0.733,0.319,7,-11.585,1,0.0298,0.322,8.18e-06,0.2,0.466,110.00200000000001,419FFiitGchOUaIMEY7Dqi,spotify:track:419FFiitGchOUaIMEY7Dqi,325467,4,1,Asi Fue,131,Isabel Pantoja
70,0.35700000000000004,0.9740000000000001,2,-3.7430000000000003,1,0.23399999999999999,0.000924,5.7100000000000006e-05,0.314,0.28600000000000003,145.063,3uA2mxyUauUv8quA4w5jD6,spotify:track:3uA2mxyUauUv8quA4w5jD6,128427,4,1,Destruccion,3,V8
71,0.35700000000000004,0.9740000000000001,2,-3.7430000000000003,1,0.23399999999999999,0.000924,5.7100000000000006e-05,0.314,0.28600000000000003,145.063,3uA2mxyUauUv8quA4w5jD6,spotify:track:3uA2mxyUauUv8quA4w5jD6,128427,4,1,Destruccion,7,V8
72,0.35700000000000004,0.9740000000000001,2,-3.7430000000000003,1,0.23399999999999999,0.000924,5.7100000000000006e-05,0.314,0.28600000000000003,145.063,3uA2mxyUauUv8quA4w5jD6,spotify:track:3uA2mxyUauUv8quA4w5jD6,128427,4,1,Destruccion,76,V8
73,0.298,0.856,4,-5.0489999999999995,1,0.0481,0.0042,0.00299,0.9009999999999999,0.446,129.838,43c4oelxnp0cVeFZZ4L4QL,spotify:track:43c4oelxnp0cVeFZZ4L4QL,228145,4,1,Toro y Pampa - En Vivo,3,Almafuerte
74,0.298,0.856,4,-5.0489999999999995,1,0.0481,0.0042,0.00299,0.9009999999999999,0.446,129.838,43c4oelxnp0cVeFZZ4L4QL,spotify:track:43c4oelxnp0cVeFZZ4L4QL,228145,4,1,Toro y Pampa - En Vivo,7,Almafuerte
75,0.298,0.856,4,-5.0489999999999995,1,0.0481,0.0042,0.00299,0.9009999999999999,0.446,129.838,43c4oelxnp0cVeFZZ4L4QL,spotify:track:43c4oelxnp0cVeFZZ4L4QL,228145,4,1,Toro y Pampa - En Vivo,10,Almafuerte
76,0.298,0.856,4,-5.0489999999999995,1,0.0481,0.0042,0.00299,0.9009999999999999,0.446,129.838,43c4oelxnp0cVeFZZ4L4QL,spotify:track:43c4oelxnp0cVeFZZ4L4QL,228145,4,1,Toro y Pampa - En Vivo,71,Almafuerte
77,0.298,0.856,4,-5.0489999999999995,1,0.0481,0.0042,0.00299,0.9009999999999999,0.446,129.838,43c4oelxnp0cVeFZZ4L4QL,spotify:track:43c4oelxnp0cVeFZZ4L4QL,228145,4,1,Toro y Pampa - En Vivo,76,Almafuerte
78,0.298,0.856,4,-5.0489999999999995,1,0.0481,0.0042,0.00299,0.9009999999999999,0.446,129.838,43c4oelxnp0cVeFZZ4L4QL,spotify:track:43c4oelxnp0cVeFZZ4L4QL,228145,4,1,Toro y Pampa - En Vivo,120,Almafuerte
79,0.298,0.856,4,-5.0489999999999995,1,0.0481,0.0042,0.00299,0.9009999999999999,0.446,129.838,43c4oelxnp0cVeFZZ4L4QL,spotify:track:43c4oelxnp0cVeFZZ4L4QL,228145,4,1,Toro y Pampa - En Vivo,122,Almafuerte
80,0.385,0.902,4,-6.595,0,0.068,0.00021400000000000002,0.00011499999999999999,0.14800000000000002,0.607,140.671,300aLkaZSnTdQgK3zPKQLn,spotify:track:300aLkaZSnTdQgK3zPKQLn,255400,4,1,Sintoma De La Infeccion,3,Malon
81,0.385,0.902,4,-6.595,0,0.068,0.00021400000000000002,0.00011499999999999999,0.14800000000000002,0.607,140.671,300aLkaZSnTdQgK3zPKQLn,spotify:track:300aLkaZSnTdQgK3zPKQLn,255400,4,1,Sintoma De La Infeccion,7,Malon
82,0.385,0.902,4,-6.595,0,0.068,0.00021400000000000002,0.00011499999999999999,0.14800000000000002,0.607,140.671,300aLkaZSnTdQgK3zPKQLn,spotify:track:300aLkaZSnTdQgK3zPKQLn,255400,4,1,Sintoma De La Infeccion,10,Malon
83,0.385,0.902,4,-6.595,0,0.068,0.00021400000000000002,0.00011499999999999999,0.14800000000000002,0.607,140.671,300aLkaZSnTdQgK3zPKQLn,spotify:track:300aLkaZSnTdQgK3zPKQLn,255400,4,1,Sintoma De La Infeccion,76,Malon
84,0.258,0.522,9,-9.859,1,0.0316,0.688,0.0,0.0703,0.419,167.582,5IU4JO2cpa0wPK8oQWFfCr,spotify:track:5IU4JO2cpa0wPK8oQWFfCr,272800,4,1,Un Beso Y Una Flor,20,Nino Bravo
85,0.258,0.522,9,-9.859,1,0.0316,0.688,0.0,0.0703,0.419,167.582,5IU4JO2cpa0wPK8oQWFfCr,spotify:track:5IU4JO2cpa0wPK8oQWFfCr,272800,4,1,Un Beso Y Una Flor,105,Nino Bravo
86,0.258,0.522,9,-9.859,1,0.0316,0.688,0.0,0.0703,0.419,167.582,5IU4JO2cpa0wPK8oQWFfCr,spotify:track:5IU4JO2cpa0wPK8oQWFfCr,272800,4,1,Un Beso Y Una Flor,131,Nino Bravo
87,0.361,0.527,2,-10.366,1,0.0288,0.7190000000000001,0.0,0.40299999999999997,0.499,90.368,1uAjXdRxH2PBCKGSWPagGJ,spotify:track:1uAjXdRxH2PBCKGSWPagGJ,249333,4,1,Libre,20,Nino Bravo
88,0.361,0.527,2,-10.366,1,0.0288,0.7190000000000001,0.0,0.40299999999999997,0.499,90.368,1uAjXdRxH2PBCKGSWPagGJ,spotify:track:1uAjXdRxH2PBCKGSWPagGJ,249333,4,1,Libre,105,Nino Bravo
89,0.361,0.527,2,-10.366,1,0.0288,0.7190000000000001,0.0,0.40299999999999997,0.499,90.368,1uAjXdRxH2PBCKGSWPagGJ,spotify:track:1uAjXdRxH2PBCKGSWPagGJ,249333,4,1,Libre,131,Nino Bravo
90,0.507,0.532,11,-8.533,1,0.0499,0.5770000000000001,4.14e-05,0.0616,0.34600000000000003,140.099,2N1u2w7dbHt058hi7pIFjW,spotify:track:2N1u2w7dbHt058hi7pIFjW,279160,4,1,Como yo te amo,17,Raphael
91,0.507,0.532,11,-8.533,1,0.0499,0.5770000000000001,4.14e-05,0.0616,0.34600000000000003,140.099,2N1u2w7dbHt058hi7pIFjW,spotify:track:2N1u2w7dbHt058hi7pIFjW,279160,4,1,Como yo te amo,105,Raphael
92,0.897,0.517,9,-9.977,0,0.141,0.0153,0.000279,0.0686,0.943,122.014,24xVslH2Pei1bxBna5gqu9,spotify:track:24xVslH2Pei1bxBna5gqu9,299027,4,1,Niña de Tilcara,10,Intoxicados
93,0.897,0.517,9,-9.977,0,0.141,0.0153,0.000279,0.0686,0.943,122.014,24xVslH2Pei1bxBna5gqu9,spotify:track:24xVslH2Pei1bxBna5gqu9,299027,4,1,Niña de Tilcara,71,Intoxicados
94,0.897,0.517,9,-9.977,0,0.141,0.0153,0.000279,0.0686,0.943,122.014,24xVslH2Pei1bxBna5gqu9,spotify:track:24xVslH2Pei1bxBna5gqu9,299027,4,1,Niña de Tilcara,78,Intoxicados
95,0.897,0.517,9,-9.977,0,0.141,0.0153,0.000279,0.0686,0.943,122.014,24xVslH2Pei1bxBna5gqu9,spotify:track:24xVslH2Pei1bxBna5gqu9,299027,4,1,Niña de Tilcara,120,Intoxicados
96,0.897,0.517,9,-9.977,0,0.141,0.0153,0.000279,0.0686,0.943,122.014,24xVslH2Pei1bxBna5gqu9,spotify:track:24xVslH2Pei1bxBna5gqu9,299027,4,1,Niña de Tilcara,122,Intoxicados
97,0.897,0.517,9,-9.977,0,0.141,0.0153,0.000279,0.0686,0.943,122.014,24xVslH2Pei1bxBna5gqu9,spotify:track:24xVslH2Pei1bxBna5gqu9,299027,4,1,Niña de Tilcara,128,Intoxicados
98,0.49200000000000005,0.8240000000000001,4,-5.194,0,0.0677,0.218,0.0,0.98,0.363,124.156,7a0yeeNookEFR7YjYAhyrf,spotify:track:7a0yeeNookEFR7YjYAhyrf,268840,4,1,Perro Amor Explota - Live In Buenos Aires / 2001,10,Bersuit Vergarabat
99,0.49200000000000005,0.8240000000000001,4,-5.194,0,0.0677,0.218,0.0,0.98,0.363,124.156,7a0yeeNookEFR7YjYAhyrf,spotify:track:7a0yeeNookEFR7YjYAhyrf,268840,4,1,Perro Amor Explota - Live In Buenos Aires / 2001,71,Bersuit Vergarabat
100,0.49200000000000005,0.8240000000000001,4,-5.194,0,0.0677,0.218,0.0,0.98,0.363,124.156,7a0yeeNookEFR7YjYAhyrf,spotify:track:7a0yeeNookEFR7YjYAhyrf,268840,4,1,Perro Amor Explota - Live In Buenos Aires / 2001,78,Bersuit Vergarabat
101,0.49200000000000005,0.8240000000000001,4,-5.194,0,0.0677,0.218,0.0,0.98,0.363,124.156,7a0yeeNookEFR7YjYAhyrf,spotify:track:7a0yeeNookEFR7YjYAhyrf,268840,4,1,Perro Amor Explota - Live In Buenos Aires / 2001,120,Bersuit Vergarabat
102,0.49200000000000005,0.8240000000000001,4,-5.194,0,0.0677,0.218,0.0,0.98,0.363,124.156,7a0yeeNookEFR7YjYAhyrf,spotify:track:7a0yeeNookEFR7YjYAhyrf,268840,4,1,Perro Amor Explota - Live In Buenos Aires / 2001,122,Bersuit Vergarabat
103,0.49200000000000005,0.8240000000000001,4,-5.194,0,0.0677,0.218,0.0,0.98,0.363,124.156,7a0yeeNookEFR7YjYAhyrf,spotify:track:7a0yeeNookEFR7YjYAhyrf,268840,4,1,Perro Amor Explota - Live In Buenos Aires / 2001,128,Bersuit Vergarabat
104,0.772,0.762,6,-3.838,0,0.0245,0.11900000000000001,0.0,0.0755,0.965,98.037,3o7JIm9joSI1pFRPKYGOxw,spotify:track:3o7JIm9joSI1pFRPKYGOxw,208533,4,1,El Viejo De Arriba,10,Bersuit Vergarabat
105,0.772,0.762,6,-3.838,0,0.0245,0.11900000000000001,0.0,0.0755,0.965,98.037,3o7JIm9joSI1pFRPKYGOxw,spotify:track:3o7JIm9joSI1pFRPKYGOxw,208533,4,1,El Viejo De Arriba,71,Bersuit Vergarabat
