,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo,duration_ms,time_signature,track_name,artist_name,most_common_genre,min_lyrics_sentiment,max_lyrics_sentiment,avg_lyrics_sentiment
344,0.48100000000000004,0.649,0,-9.431000000000001,1,0.0483,0.131,0.0598,0.496,88.302,257898,4,Potra,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
345,0.685,0.271,1,-11.207,1,0.0376,0.40399999999999997,0.0109,0.397,111.988,304943,4,Veni Mirá,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
346,0.794,0.33,10,-10.245,0,0.0686,0.377,0.0813,0.32899999999999996,86.939,220752,4,Vos No,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
347,0.855,0.262,1,-9.549,1,0.258,0.36200000000000004,0.000241,0.5760000000000001,91.057,171986,4,Unos Días Más,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
348,0.713,0.375,9,-10.677999999999999,0,0.032,0.578,0.0614,0.457,90.976,240176,4,Menos Mal,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
349,0.7070000000000001,0.337,4,-11.105,1,0.0301,0.542,0.0032700000000000003,0.446,86.98700000000001,309898,1,El Enrosque,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
350,0.6559999999999999,0.57,1,-10.969000000000001,1,0.0403,0.18,0.047,0.341,141.981,200460,4,Ya Es Tarde,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
351,0.715,0.565,2,-7.8839999999999995,1,0.0375,0.11699999999999999,0.0036799999999999997,0.778,91.964,222023,4,Sin un Peso,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
352,0.555,0.319,7,-11.042,0,0.0985,0.14400000000000002,0.000504,0.359,88.96600000000001,240381,4,La Espera,NAFTA,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
353,0.847,0.584,6,-7.228,0,0.0544,0.201,0.7020000000000001,0.884,99.99600000000001,146750,4,Sincero,CELLI,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
354,0.73,0.638,7,-6.167000000000001,1,0.105,0.292,0.0484,0.597,179.938,188117,4,Gracias x Nada,CELLI,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
355,0.902,0.594,1,-6.561,1,0.0396,0.0654,0.0567,0.615,122.00299999999999,229018,4,"Bailar Sola (feat. Florencia Lucena, Nahuel Barbero & Hernan Ortiz)",Valdes,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
356,0.6629999999999999,0.877,6,-3.853,0,0.22699999999999998,0.282,8.9e-05,0.636,109.65700000000001,243498,4,ALGO MÁS.,Valdes,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
357,0.7440000000000001,0.664,6,-7.472,0,0.0494,0.0345,0.00020099999999999998,0.5820000000000001,99.992,215644,4,Las Cosas,Valdes,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
358,0.503,0.586,5,-6.252999999999999,0,0.0395,0.115,0.00011,0.588,149.94,308309,3,Callar,Valdes,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
359,0.738,0.614,1,-6.53,0,0.0369,0.374,2.83e-06,0.743,115.06200000000001,139744,4,VENIR A LA CIUDAD.,Valdes,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
360,0.6679999999999999,0.795,0,-5.25,1,0.0467,0.287,0.00232,0.8240000000000001,90.024,210003,4,TODO LO QUE HICIMOS.,Valdes,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
361,0.736,0.657,5,-9.554,0,0.0478,0.0313,0.000375,0.67,119.956,230261,4,Bruce Willis,Gativideo,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
362,0.81,0.58,6,-9.1,1,0.0431,0.14300000000000002,0.0228,0.872,130.026,221398,4,Flota Flota,Gativideo,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
363,0.685,0.498,0,-12.42,1,0.0812,0.332,0.00201,0.82,114.861,204103,4,Disco Majul,Gativideo,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
364,0.672,0.726,5,-10.024,0,0.0417,0.00229,0.00411,0.59,115.06299999999999,191394,4,Fantástico Bailable,Gativideo,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
365,0.748,0.762,4,-8.338,0,0.0452,0.0223,0.0266,0.74,109.98200000000001,186000,4,Efecto Mandela,Gativideo,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
366,0.622,0.795,10,-6.672999999999999,1,0.136,0.726,0.00020299999999999997,0.304,110.294,300276,4,Municipálida,Perras on the beach,latin rock,0.5047000050544739,0.5047000050544739,0.5047
367,0.389,0.841,9,-7.267,0,0.0453,0.0359,0.0,0.66,165.274,117659,4,Ramona,Perras on the beach,latin rock,0.5047000050544739,0.5047000050544739,0.5047
368,0.36700000000000005,0.5589999999999999,2,-9.279,1,0.0295,0.0385,0.00238,0.305,172.826,232000,4,Puchos,Perras on the beach,latin rock,0.5047000050544739,0.5047000050544739,0.5047
369,0.42200000000000004,0.426,6,-10.454,0,0.043,0.609,2.99e-05,0.11199999999999999,134.393,252778,4,Un Montón,Perras on the beach,latin rock,0.5047000050544739,0.5047000050544739,0.5047
370,0.645,0.34299999999999997,4,-13.69,0,0.0328,0.535,0.0812,0.141,115.03299999999999,142087,4,Turco X,Perras on the beach,latin rock,0.5047000050544739,0.5047000050544739,0.5047
371,0.664,0.461,9,-13.071,1,0.0294,0.764,0.00091,0.311,99.971,167380,4,Tus Pecas - Bonus Track,Perras on the beach,latin rock,0.5047000050544739,0.5047000050544739,0.5047
372,0.494,0.27399999999999997,1,-10.156,0,0.028999999999999998,0.898,0.00023500000000000002,0.0835,134.293,251853,4,Agua Marfil,Usted Señalemelo,latin rock,0.5047000050544739,0.5047000050544739,0.5047
373,0.6559999999999999,0.872,11,-5.48,0,0.0391,0.0293,0.025,0.619,114.969,293666,4,Big Bang,Usted Señalemelo,latin rock,0.5047000050544739,0.5047000050544739,0.5047
374,0.731,0.784,6,-7.183,0,0.0437,0.121,0.0492,0.585,115.495,228290,4,Pana,Usted Señalemelo,latin rock,0.5047000050544739,0.5047000050544739,0.5047
375,0.6409999999999999,0.536,11,-7.1979999999999995,1,0.0427,0.0652,0.155,0.20199999999999999,105.035,210341,4,Aguetas,Usted Señalemelo,latin rock,0.5047000050544739,0.5047000050544739,0.5047
376,0.564,0.675,0,-6.56,0,0.0279,0.0162,0.17,0.287,120.041,205366,4,Mañana,Usted Señalemelo,latin rock,0.5047000050544739,0.5047000050544739,0.5047
377,0.698,0.585,6,-6.983,0,0.0317,0.6759999999999999,0.0105,0.217,104.912,202406,4,Pana,Usted Señalemelo,latin rock,0.5047000050544739,0.5047000050544739,0.5047
378,0.522,0.7290000000000001,0,-4.926,1,0.0361,0.0257,0.0038399999999999997,0.475,129.998,260133,4,Laser 420,Usted Señalemelo,latin rock,0.5047000050544739,0.5047000050544739,0.5047
379,0.677,0.648,2,-8.304,1,0.0413,0.0305,0.00161,0.478,104.958,232272,4,Pastizal,Usted Señalemelo,latin rock,0.5047000050544739,0.5047000050544739,0.5047
380,0.708,0.6990000000000001,10,-8.562000000000001,1,0.0495,0.163,0.688,0.375,120.02,162812,4,Sigo Sin Entenderte,LOUTA,latin rock,0.5047000050544739,0.5047000050544739,0.5047
381,0.68,0.321,5,-10.944,1,0.0376,0.7909999999999999,4.67e-06,0.41600000000000004,110.82700000000001,215986,4,Chachachá,Jósean Log,mexican indie,0.5047000050544739,0.5047000050544739,0.5047
382,0.7929999999999999,0.56,7,-8.922,0,0.0324,0.599,0.0,0.862,123.01100000000001,211022,4,Beso,Jósean Log,mexican indie,0.5047000050544739,0.5047000050544739,0.5047
383,0.7490000000000001,0.37,4,-12.344000000000001,0,0.0486,0.386,1.77e-06,0.237,124.927,238480,4,Combustión,Jósean Log,mexican indie,0.5047000050544739,0.5047000050544739,0.5047
384,0.8440000000000001,0.342,9,-10.166,1,0.0387,0.341,0.00118,0.725,113.99,264080,4,Jacaranda,Jósean Log,mexican indie,0.5047000050544739,0.5047000050544739,0.5047
385,0.72,0.637,7,-3.783,1,0.0435,0.436,0.0,0.726,147.003,211467,4,"Trenes, Camiones Y Tractores",Árbol,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
386,0.6,0.9,6,-2.3280000000000003,1,0.0744,0.00872,0.0,0.695,99.557,159693,4,Suerte!,Árbol,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
387,0.6829999999999999,0.9109999999999999,5,-3.332,0,0.0665,0.162,0.0,0.879,92.00299999999999,231867,4,Chikanorexika,Árbol,argentine rock,0.6965000033378601,0.0,0.4586
388,0.521,0.708,4,-4.332,1,0.0286,0.0531,2.8000000000000003e-05,0.33,90.78,208440,5,Prejuicios,Árbol,argentine rock,0.7081999778747559,0.0,0.429
389,0.611,0.7659999999999999,4,-3.8810000000000002,1,0.0282,0.0284,1.98e-05,0.8009999999999999,119.02,174360,4,Pequeños Sueños,Árbol,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
390,0.645,0.643,7,-4.113,1,0.304,0.716,0.0,0.9059999999999999,134.804,159467,4,Soy La Zoila,Árbol,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
391,0.61,0.8290000000000001,2,-2.177,1,0.0663,0.0901,0.0,0.963,147.898,139307,4,Canciones,Árbol,argentine rock,0.6265000104904175,0.026000000536441803,0.4844
392,0.721,0.539,9,-5.76,1,0.0436,0.0119,0.0169,0.491,81.423,188467,4,Lloro,Árbol,argentine rock,0.7559000253677368,0.009100000374019146,0.4445
393,0.488,0.9309999999999999,9,-2.705,1,0.0576,0.0133,1.45e-06,0.807,162.003,138333,4,Mariposas,Árbol,argentine rock,0.5583000183105469,0.19110000133514404,0.5002
394,0.507,0.727,5,-2.517,1,0.122,0.13,0.0,0.657,142.725,129960,4,Comida Chatarra,Árbol,argentine rock,0.8012999892234802,0.00139999995008111,0.4772
395,0.62,0.608,7,-4.78,1,0.028999999999999998,0.201,0.0,0.608,139.066,237800,4,El Fantasma,Árbol,argentine rock,0.5273000001907349,0.003800000064074993,0.4612
396,0.595,0.387,2,-3.554,0,0.0346,0.818,0.0,0.314,87.771,198040,4,Jijiji,Árbol,argentine rock,0.9872000217437744,0.0,0.4744
397,0.555,0.904,0,-3.6210000000000004,1,0.0377,0.00716,0.0,0.624,166.024,188933,4,Soy Vos,Árbol,argentine rock,0.9010999798774719,0.035100001841783524,0.5057
398,0.626,0.757,9,-4.663,1,0.0383,0.00992,3.23e-06,0.773,195.017,236920,4,Revoloteando,Árbol,argentine rock,0.5092999935150146,0.005200000014156103,0.4571
399,0.653,0.696,4,-5.472,1,0.0786,0.00704,2.19e-06,0.41700000000000004,124.79,216600,4,"De Arriba, De Abajo",Árbol,argentine rock,0.6687999963760376,0.0,0.4157
400,0.46799999999999997,0.9840000000000001,4,-2.8169999999999997,0,0.10300000000000001,0.00266,0.0,0.725,104.274,140867,4,Cosa Cuosa,Árbol,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
401,0.684,0.737,9,-4.236000000000001,1,0.0468,0.0121,7.68e-06,0.588,139.077,194040,4,Enes,Árbol,argentine rock,0.5065000057220459,0.0010000000474974513,0.3857
402,0.6559999999999999,0.8320000000000001,2,-3.841,1,0.0342,0.0493,0.0,0.8029999999999999,113.04799999999999,171533,5,Vomitando Flores,Árbol,argentine rock,0.5583000183105469,0.0007999999797903001,0.4379
403,0.344,0.63,2,-5.731,1,0.0304,0.0748,0.00358,0.473,137.13299999999998,197067,5,Ya Lo Sabemos,Árbol,argentine rock,0.5144000053405762,0.061000000685453415,0.4832
404,0.34600000000000003,0.611,10,-10.731,0,0.0322,0.0679,0.536,0.354,123.359,91587,5,Intropía,Eruca Sativa,argentine rock,0.5127000212669373,0.2870999872684479,0.4384
405,0.564,0.604,0,-8.09,0,0.0511,0.00583,0.0006929999999999999,0.616,120.007,151027,4,Abrepuertas,Eruca Sativa,argentine rock,0.5787000060081482,0.19760000705718994,0.4871
406,0.522,0.8690000000000001,9,-7.169,0,0.0422,0.00035499999999999996,0.0507,0.584,124.96600000000001,256333,4,Armas Gemelas,Eruca Sativa,argentine rock,0.5073000192642212,0.16990000009536743,0.4937
407,0.585,0.693,1,-6.502999999999999,1,0.0479,0.00133,0.000171,0.26899999999999996,124.07600000000001,168933,4,Confundiste,Eruca Sativa,argentine rock,0.5236999988555908,0.3346000015735626,0.4956
408,0.535,0.828,6,-6.057,1,0.0311,3.98e-05,0.385,0.401,97.98899999999999,194400,4,Justo al Partir,Eruca Sativa,argentine rock,0.7143999934196472,0.04729999974370003,0.4581
409,0.63,0.878,4,-5.486000000000001,0,0.0764,0.0007019999999999999,0.00656,0.637,124.928,136120,4,Inercia,Eruca Sativa,argentine rock,0.9031999707221985,0.5047000050544739,0.5208
410,0.589,0.285,9,-13.538,0,0.0312,0.713,0.00248,0.405,119.958,175587,3,Somos Polvo,Eruca Sativa,argentine rock,0.6751000285148621,0.007799999788403511,0.447
411,0.518,0.6459999999999999,2,-7.11,1,0.0288,0.0031899999999999997,0.00312,0.561,76.057,200907,4,Japón,Eruca Sativa,argentine rock,0.5199000239372253,0.0013000000035390258,0.4847
412,0.395,0.32,4,-12.555,0,0.0261,0.16399999999999998,4.26e-05,0.315,151.56,232800,4,Sin la Red,Eruca Sativa,argentine rock,0.9171000123023987,0.4083000123500824,0.5364
413,0.629,0.879,6,-5.994,1,0.038,0.00598,0.000143,0.8079999999999999,112.009,183133,4,Tarará,Eruca Sativa,argentine rock,0.7107999920845032,0.0,0.4641
414,0.583,0.915,9,-6.172000000000001,1,0.0726,0.0022,0.00047000000000000004,0.473,115.016,260933,4,Nada Salvaje,Eruca Sativa,argentine rock,0.5083000063896179,0.0044999998062849045,0.4571
415,0.599,0.45,0,-7.79,0,0.031,0.0238,0.000495,0.166,109.48100000000001,259853,5,Haku Malvin: El Visitante,Eruca Sativa,argentine rock,1.0,9.999999747378752e-05,0.4782
416,0.56,0.40399999999999997,8,-10.321,1,0.0428,0.01,0.0476,0.19,113.898,201653,4,Pulso,Eruca Sativa,argentine rock,0.5116000175476074,0.03720000013709068,0.4588
417,0.604,0.20600000000000002,7,-19.575,0,0.0346,0.687,0.904,0.42700000000000005,172.968,67560,3,Outropía,Eruca Sativa,argentine rock,0.49149999022483826,0.33160001039505005,0.4116
418,0.528,0.8959999999999999,0,-5.88,1,0.0641,0.007359999999999999,0.0,0.41200000000000003,102.926,193680,4,Fuera o Más Allá,Eruca Sativa,argentine rock,0.5902000069618225,9.999999747378752e-05,0.4736
419,0.40399999999999997,0.892,2,-5.454,1,0.055,0.0019199999999999998,0.0,0.605,177.93599999999998,202253,4,Eco,Eruca Sativa,argentine rock,0.9343000054359436,0.0142000000923872,0.5429
420,0.519,0.937,1,-5.651,1,0.0969,0.0146,0.0,0.501,141.825,144920,4,Desdobla,Eruca Sativa,argentine rock,0.9607999920845032,0.005400000140070915,0.5047
421,0.473,0.97,7,-6.348,1,0.0625,0.0043,5.99e-06,0.64,139.868,66760,4,Queloquepasa,Eruca Sativa,argentine rock,0.5047000050544739,0.18459999561309814,0.4834
422,0.401,0.865,1,-5.2,0,0.114,0.008440000000000001,0.0,0.32799999999999996,108.71799999999999,232960,4,El Genio de la Nada,Eruca Sativa,argentine rock,0.505299985408783,0.0,0.3924
423,0.516,0.8440000000000001,4,-5.984,0,0.0357,0.000177,0.0,0.405,102.04799999999999,194853,4,Tanto Tiempo,Eruca Sativa,argentine rock,0.504800021648407,0.005499999970197678,0.4624
424,0.518,0.46,0,-6.939,1,0.0274,0.0348,0.0,0.28300000000000003,140.08700000000002,221560,4,Guitarras de Cartón,Eruca Sativa,argentine rock,0.5716999769210815,0.0003000000142492354,0.4195
425,0.688,0.687,2,-7.397,0,0.106,0.00122,4.88e-05,0.0819,96.021,259760,4,Real Ficción,Eruca Sativa,argentine rock,0.8004000186920166,0.000699999975040555,0.4684
426,0.5539999999999999,0.7,1,-6.939,0,0.0837,0.00626,2.33e-06,0.40399999999999997,146.946,208933,4,Calma,Eruca Sativa,argentine rock,0.6355000138282776,0.0024999999441206455,0.4584
427,0.529,0.51,10,-8.337,1,0.0281,0.1,6.720000000000001e-05,0.34299999999999997,139.975,328373,3,Amor Ausente,Eruca Sativa,argentine rock,0.5583000183105469,0.004800000227987766,0.4187
428,0.547,0.37799999999999995,4,-7.497999999999999,1,0.0292,0.218,0.0,0.27,77.929,207507,4,Antes Que Vuelva a Caer,Eruca Sativa,argentine rock,0.5174000263214111,0.004999999888241291,0.4351
429,0.395,0.7979999999999999,2,-5.341,1,0.0551,0.027999999999999997,2.47e-06,0.469,204.498,202760,1,Como Vas a Hacer,Eruca Sativa,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
430,0.642,0.815,0,-6.035,0,0.0382,0.009940000000000001,0.0,0.608,123.947,212373,4,Agujas,Eruca Sativa,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
431,0.736,0.7979999999999999,2,-4.39,1,0.0688,0.0307,0.00137,0.327,117.973,271707,4,EL Balcón,Eruca Sativa,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
432,0.409,0.27899999999999997,3,-11.501,1,0.036000000000000004,0.02,0.82,0.0492,118.883,396227,4,Umbral,Eruca Sativa,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
433,0.664,0.8590000000000001,4,-4.809,0,0.17800000000000002,0.00627,1.4099999999999999e-05,0.535,119.1,180813,4,Magoo,Eruca Sativa,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
434,0.48100000000000004,0.937,0,-4.526,1,0.14300000000000002,0.013000000000000001,1.68e-06,0.358,163.958,295493,4,Desatalo,Eruca Sativa,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
435,0.586,0.706,5,-5.189,1,0.0362,0.000399,0.00628,0.37799999999999995,146.093,218707,4,Frío Cemento,Eruca Sativa,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
436,0.593,0.715,4,-4.934,0,0.0516,0.000983,0.0,0.303,150.005,273720,4,Para Que Sigamos siendo,Eruca Sativa,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
437,0.23399999999999999,0.187,2,-12.31,1,0.0331,0.8290000000000001,2.23e-06,0.18100000000000002,80.866,228978,4,Síntomas,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
438,0.557,0.584,4,-7.722,0,0.0331,0.0507,0.002,0.40700000000000003,91.021,257668,4,La Noche,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
439,0.563,0.841,7,-5.222,0,0.0351,0.0145,0.0417,0.27699999999999997,124.965,327148,4,Mirada Infinita,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
440,0.47100000000000003,0.419,7,-6.016,1,0.0285,0.193,0.0010400000000000001,0.23600000000000002,135.891,254464,4,La Soledad,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
441,0.605,0.737,11,-5.906000000000001,0,0.0295,0.00551,0.00213,0.43799999999999994,117.97200000000001,218956,3,Acuarela,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
442,0.515,0.621,4,-5.687,0,0.0377,0.248,0.000396,0.225,116.68299999999999,204040,3,Las Ruinas,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
443,0.586,0.858,3,-4.44,0,0.0378,0.002,0.00853,0.419,125.009,267555,4,Tantas Veces,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
444,0.24100000000000002,0.746,8,-5.654,1,0.0332,0.004229999999999999,0.0217,0.531,83.31,174761,4,Exagero,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
445,0.332,0.9129999999999999,9,-4.99,0,0.0791,0.0024100000000000002,0.0050799999999999994,0.551,187.91099999999997,353024,4,Vacío,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
446,0.557,0.341,1,-10.436,0,0.0242,0.514,0.00028900000000000003,0.179,99.96600000000001,258672,3,Lado B,Fly Fly Caroline,indie cordoba,0.5047000050544739,0.5047000050544739,0.5047
447,0.9109999999999999,0.5770000000000001,9,-7.725,0,0.043,0.0838,0.000276,0.823,120.995,178913,4,Fumar de día,Marilina Bertoldi,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
448,0.6859999999999999,0.696,2,-6.7379999999999995,1,0.0414,0.000539,0.0187,0.36200000000000004,100.006,193052,4,Racat,Marilina Bertoldi,argentine indie,0.5047000050544739,0.5047000050544739,0.5047
449,0.5379999999999999,0.679,9,-11.546,1,0.0314,8.27e-05,0.0303,0.0571,91.899,378880,4,Odio en el Alma,Hocico,aggrotech,0.8137000203132629,0.0013000000035390258,0.4606
450,0.29,0.9570000000000001,11,-8.868,0,0.0619,4.55e-05,0.000301,0.27699999999999997,141.959,218000,4,La Revancha de America,Hermetica,argentine rock,0.5073000192642212,0.031300000846385956,0.4938
451,0.366,0.721,4,-10.762,0,0.0299,0.000118,0.0202,0.282,84.98299999999999,347840,4,Memoria de Siglos,Hermetica,argentine rock,0.929099977016449,0.0007999999797903001,0.4843
452,0.369,0.9129999999999999,9,-9.305,1,0.0869,1.7e-05,0.004379999999999999,0.546,149.30700000000002,206493,3,Prediccion,Hermetica,argentine rock,0.6704999804496765,0.0,0.4449
453,0.451,0.8390000000000001,11,-8.943999999999999,0,0.0703,0.0207,5.34e-06,0.512,120.661,240933,4,Atravesando Todo Limite,Hermetica,argentine rock,0.9988999962806702,0.0,0.4497
454,0.431,0.657,4,-11.681,0,0.0346,1.66e-05,0.9009999999999999,0.32,135.071,108907,5,Horizonte Perdido,Hermetica,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
455,0.446,0.914,9,-8.982999999999999,1,0.0709,0.00131,0.00703,0.331,91.546,257667,4,Vientos de Poder,Hermetica,argentine rock,0.5584999918937683,0.0,0.4038
456,0.345,0.67,2,-12.339,1,0.0434,0.000413,0.0022,0.153,147.464,269733,4,Del Camionero,Hermetica,argentine rock,0.9103000164031982,0.006500000134110451,0.4727
457,0.434,0.95,7,-8.198,1,0.0984,0.0005650000000000001,0.0,0.40700000000000003,143.118,188933,4,Gil Trabajador,Hermetica,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
458,0.316,0.907,4,-9.312000000000001,0,0.0622,2.48e-05,4.35e-05,0.402,147.352,172493,4,Evitando el Ablande,Hermetica,argentine rock,0.824999988079071,0.002300000051036477,0.4831
459,0.604,0.9,10,-9.264,0,0.0679,7.7e-05,0.0,0.311,117.133,208507,4,En las Calles de Liniers,Hermetica,argentine rock,0.9746999740600586,0.0019000000320374966,0.481
460,0.44,0.782,9,-10.894,1,0.0381,0.000367,0.885,0.7120000000000001,116.15799999999999,190493,4,De Pismanta a Baucacheta,Hermetica,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
461,0.245,0.845,11,-8.307,0,0.0731,0.0011300000000000001,1.31e-05,0.373,158.525,262600,4,Cráneo Candente,Hermetica,argentine rock,0.6934000253677368,9.999999747378752e-05,0.4569
462,0.24600000000000002,0.8009999999999999,9,-9.104,1,0.0657,0.00761,0.00108,0.262,141.743,291507,4,Masa Anestesiada,Hermetica,argentine rock,0.5091000199317932,0.013399999588727951,0.4758
463,0.385,0.872,0,-7.4270000000000005,1,0.122,0.00324,6.03e-06,0.353,130.893,159093,4,Desterrando a los Oscurantistas,Hermetica,argentine rock,0.504800021648407,0.08980000019073486,0.4887
464,0.29100000000000004,0.828,9,-8.251,1,0.057999999999999996,0.000704,9.620000000000001e-05,0.528,161.356,227307,4,Víctimas del Vaciamiento,Hermetica,argentine rock,0.8848000168800354,0.0007999999797903001,0.4854
465,0.434,0.6759999999999999,0,-8.545,1,0.0305,0.0023899999999999998,0.0,0.484,127.337,304600,4,Tú Eres Su Seguridad,Hermetica,argentine rock,0.5346999764442444,0.08550000190734863,0.4726
466,0.29100000000000004,0.917,0,-8.521,1,0.23600000000000002,0.0036200000000000004,0.0,0.355,150.041,180400,4,Sepulcro Civil,Hermetica,argentine rock,0.5248000025749207,0.0,0.4614
467,0.355,0.759,0,-9.53,1,0.0594,0.0026,4.25e-06,0.363,129.388,203093,4,Vida Impersonal,Hermetica,argentine rock,0.5099999904632568,0.0003000000142492354,0.4615
468,0.504,0.862,11,-7.882999999999999,1,0.0408,0.00827,0.0,0.42200000000000004,101.82700000000001,193333,4,Desde el Oeste,Hermetica,argentine rock,0.9984999895095825,0.0006000000284984708,0.4814
469,0.305,0.847,9,-8.75,1,0.0634,0.00549,2.86e-06,0.479,134.024,190240,4,Para Que No Caigas,Hermetica,argentine rock,0.5109000205993652,0.0,0.4185
470,0.287,0.826,9,-9.823,1,0.0672,0.00345,7.23e-06,0.485,151.798,196227,4,Deja de Robar,Hermetica,argentine rock,0.5160999894142151,0.0027000000700354576,0.4549
471,0.405,0.613,0,-8.885,1,0.0339,0.10400000000000001,5.51e-06,0.165,123.744,243000,4,Yo No Lo Haré,Hermetica,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
472,0.258,0.799,1,-8.613,1,0.0846,6.38e-06,0.00626,0.506,153.717,160400,4,Vencedores Vencidos,Hermetica,argentine rock,0.5372999906539917,0.006099999882280827,0.4133
473,0.289,0.919,0,-8.788,1,0.0703,4.71e-06,0.00293,0.491,148.757,173907,4,Ideando la Fuga,Hermetica,argentine rock,0.8125,0.00019999999494757503,0.4252
474,0.375,0.853,9,-9.892999999999999,0,0.0723,0.00456,0.0,0.43700000000000006,143.85299999999998,154267,4,Cambalache,Hermetica,argentine rock,0.7099000215530396,0.0,0.4868
475,0.207,0.96,11,-8.474,1,0.0961,4.37e-06,0.171,0.578,155.972,131600,4,Destrucción,Hermetica,argentine rock,0.5889999866485596,0.0013000000035390258,0.4586
476,0.28,0.9420000000000001,2,-9.271,0,0.0574,1.4499999999999998e-05,0.825,0.308,93.786,130160,4,No Class,Hermetica,argentine rock,0.9995999932289124,0.5056999921798706,0.8348
477,0.33299999999999996,0.7,2,-10.479000000000001,1,0.0298,2.23e-06,0.605,0.255,135.352,296307,4,Porque Hoy Nací,Hermetica,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
478,0.672,0.625,7,-8.939,0,0.0552,0.9229999999999999,0.0,0.882,164.28799999999998,153773,3,Sigue Feliz,Alonso y Bernardo,nan,0.5047000050544739,0.5047000050544739,0.5047
479,0.40399999999999997,0.509,2,-10.918,0,0.0406,0.0987,0.000771,0.434,88.171,202613,4,Trigal,Sandro,nueva cancion,0.5145000219345093,0.0007999999797903001,0.4222
480,0.715,0.7909999999999999,0,-6.835,1,0.0405,0.359,0.00046100000000000004,0.7809999999999999,98.16799999999999,245031,4,Cariñito,Los Hijos del sol,chicha,0.5047000050544739,0.5047000050544739,0.5047
481,0.48,0.48100000000000004,2,-8.447000000000001,1,0.0294,0.21100000000000002,0.000528,0.708,140.125,229693,4,Quiero Llegar,Arco Iris,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
482,0.426,0.138,0,-12.696,1,0.0458,0.878,0.0,0.36700000000000005,133.39600000000002,139667,4,Hoy Te Miré,Arco Iris,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
483,0.376,0.56,11,-7.095,0,0.0333,0.419,0.0423,0.353,120.09700000000001,235920,4,Camino,Arco Iris,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
484,0.248,0.19,7,-10.642999999999999,0,0.027999999999999997,0.93,0.493,0.0724,79.381,74440,1,Coral,Arco Iris,argentine rock,0.5047000050544739,0.5047000050544739,0.5047
