,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,num_artists,track_name,genero,artist_name,most_common_genre
0,0.161,0.482,1,-11.21,0,0.0472,0.486,0.409,0.371,0.0926,161.092,7j9DYPyCuvSAtPcevpAkzb,spotify:track:7j9DYPyCuvSAtPcevpAkzb,233079,5,1,Desafío,"['art pop', 'dance pop', 'deconstructed club', 'electropop', 'escape room', 'experimental pop', 'fluxwork', 'indie r&b', 'indietronica']",Arca,dance pop
1,0.23,0.434,10,-12.402,0,0.0551,0.57,0.0,0.115,0.0834,80.793,1cwTMSQeMaA9fVKEF1iWeD,spotify:track:1cwTMSQeMaA9fVKEF1iWeD,216905,5,1,Anoche,"['art pop', 'dance pop', 'deconstructed club', 'electropop', 'escape room', 'experimental pop', 'fluxwork', 'indie r&b', 'indietronica']",Arca,dance pop
2,0.289,0.28,9,-15.335,1,0.0433,0.874,0.00443,0.124,0.0391,124.835,0aL27vskbMpwsMGUkHm3Zf,spotify:track:0aL27vskbMpwsMGUkHm3Zf,215773,3,1,Sin Rumbo,"['art pop', 'dance pop', 'deconstructed club', 'electropop', 'escape room', 'experimental pop', 'fluxwork', 'indie r&b', 'indietronica']",Arca,dance pop
3,0.499,0.648,7,-5.812,1,0.0331,0.723,0.0,0.576,0.464,88.14,2kfSFdq2h0xLXq01em1zc7,spotify:track:2kfSFdq2h0xLXq01em1zc7,219107,4,1,La Gata Bajo la Lluvia,"['bolero', 'cancion melodica', 'grupera', 'latin', 'latin pop', 'ranchera']",Rocío Dúrcal,latin
4,0.528,0.383,2,-11.17,1,0.0258,0.376,0.0,0.11,0.46,89.089,5ySxlyvySBhIEvoO2xx7uT,spotify:track:5ySxlyvySBhIEvoO2xx7uT,328320,4,1,Querida,"['cancion melodica', 'latin', 'latin pop']",Juan Gabriel,latin
5,0.33,0.574,4,-11.643,0,0.0338,0.000268,0.0,0.104,0.193,99.258,4c3ix86CIDIVzXBTRUNwBd,spotify:track:4c3ix86CIDIVzXBTRUNwBd,298160,4,1,Otro Día para Ser,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
6,0.406,0.947,11,-9.738,0,0.0817,0.000117,2.11e-05,0.109,0.328,139.914,6JnnF3ZIpuJt51oG9wVAEb,spotify:track:6JnnF3ZIpuJt51oG9wVAEb,222000,4,1,Robo un Auto,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']",Hermetica,argentine rock
7,0.577,0.85,0,-7.099,1,0.0756,0.000376,0.0,0.11,0.561,116.968,6p5SbKcAnIECU3hoFkZlPQ,spotify:track:6p5SbKcAnIECU3hoFkZlPQ,243107,4,1,El Pibe Tigre,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte,argentine rock
8,0.288,0.982,2,-4.81,1,0.103,0.00599,0.000318,0.688,0.408,90.765,2zumIZU09Iz2eGRJ5UXHms,spotify:track:2zumIZU09Iz2eGRJ5UXHms,316413,4,1,Deseando Destruir y Matar,"['argentine heavy metal', 'argentine metal', 'latin metal']",V8,argentine metal
9,0.467,0.891,11,-6.931,1,0.0596,3.69e-05,0.0,0.177,0.521,110.228,2lkEfig7F9vg1MALElBd0z,spotify:track:2lkEfig7F9vg1MALElBd0z,257267,4,1,Nido De Almas,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal']",Malon,argentine rock
10,0.475,0.864,2,-7.319,1,0.0428,5.75e-06,0.00075,0.0861,0.645,109.017,7cpCGXoItO3OGKyIQXAmBA,spotify:track:7cpCGXoItO3OGKyIQXAmBA,215587,4,1,Malon Mestizo,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal']",Malon,argentine rock
11,0.733,0.319,7,-11.585,1,0.0298,0.322,8.18e-06,0.2,0.466,110.002,419FFiitGchOUaIMEY7Dqi,spotify:track:419FFiitGchOUaIMEY7Dqi,325467,4,1,Asi Fue,"['cancion melodica', 'copla', 'pop romantico', 'spanish pop']",Isabel Pantoja,spanish pop
12,0.357,0.974,2,-3.743,1,0.234,0.000924,5.71e-05,0.314,0.286,145.063,3uA2mxyUauUv8quA4w5jD6,spotify:track:3uA2mxyUauUv8quA4w5jD6,128427,4,1,Destruccion,"['argentine heavy metal', 'argentine metal', 'latin metal']",V8,argentine metal
13,0.298,0.856,4,-5.049,1,0.0481,0.0042,0.00299,0.901,0.446,129.838,43c4oelxnp0cVeFZZ4L4QL,spotify:track:43c4oelxnp0cVeFZZ4L4QL,228145,4,1,Toro y Pampa - En Vivo,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']",Almafuerte,argentine rock
14,0.385,0.902,4,-6.595,0,0.068,0.000214,0.000115,0.148,0.607,140.671,300aLkaZSnTdQgK3zPKQLn,spotify:track:300aLkaZSnTdQgK3zPKQLn,255400,4,1,Sintoma De La Infeccion,"['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal']",Malon,argentine rock
15,0.258,0.522,9,-9.859,1,0.0316,0.688,0.0,0.0703,0.419,167.582,5IU4JO2cpa0wPK8oQWFfCr,spotify:track:5IU4JO2cpa0wPK8oQWFfCr,272800,4,1,Un Beso Y Una Flor,"['cantautor', 'pop romantico', 'spanish pop']",Nino Bravo,spanish pop
16,0.361,0.527,2,-10.366,1,0.0288,0.719,0.0,0.403,0.499,90.368,1uAjXdRxH2PBCKGSWPagGJ,spotify:track:1uAjXdRxH2PBCKGSWPagGJ,249333,4,1,Libre,"['cantautor', 'pop romantico', 'spanish pop']",Nino Bravo,spanish pop
17,0.507,0.532,11,-8.533,1,0.0499,0.577,4.14e-05,0.0616,0.346,140.099,2N1u2w7dbHt058hi7pIFjW,spotify:track:2N1u2w7dbHt058hi7pIFjW,279160,4,1,Como yo te amo,"['bolero', 'pop romantico']",Raphael,bolero
18,0.897,0.517,9,-9.977,0,0.141,0.0153,0.000279,0.0686,0.943,122.014,24xVslH2Pei1bxBna5gqu9,spotify:track:24xVslH2Pei1bxBna5gqu9,299027,4,1,Niña de Tilcara,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Intoxicados,argentine rock
19,0.492,0.824,4,-5.194,0,0.0677,0.218,0.0,0.98,0.363,124.156,7a0yeeNookEFR7YjYAhyrf,spotify:track:7a0yeeNookEFR7YjYAhyrf,268840,4,1,Perro Amor Explota - Live In Buenos Aires / 2001,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Bersuit Vergarabat,argentine rock
20,0.772,0.762,6,-3.838,0,0.0245,0.119,0.0,0.0755,0.965,98.037,3o7JIm9joSI1pFRPKYGOxw,spotify:track:3o7JIm9joSI1pFRPKYGOxw,208533,4,1,El Viejo De Arriba,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']",Bersuit Vergarabat,argentine rock
21,0.576,0.932,5,-2.677,0,0.0649,0.0603,0.0,0.053,0.778,96.028,7q6HXszBhfxTPHWOxw8ehb,spotify:track:7q6HXszBhfxTPHWOxw8ehb,245147,4,1,No Se Llama Amor,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Turf,argentine rock
22,0.593,0.838,2,-5.322,1,0.0367,0.000432,0.0153,0.257,0.249,103.994,2w8wIBE9r1OmP7EUrTaCTL,spotify:track:2w8wIBE9r1OmP7EUrTaCTL,180067,4,1,Brujería,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Los Tipitos,argentine rock
23,0.2,0.989,7,-3.35,0,0.0952,0.000855,0.000545,0.969,0.201,103.021,3KAzDoRRG9BFI5DJ5JA6T1,spotify:track:3KAzDoRRG9BFI5DJ5JA6T1,298187,4,1,No Me Arrepiento de Este Amor - En Vivo,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Attaque 77,argentine rock
24,0.771,0.852,8,-4.61,1,0.0406,0.336,1.81e-05,0.181,0.919,96.067,6Bj9aK0jTMmjUp1y4Z7SVz,spotify:track:6Bj9aK0jTMmjUp1y4Z7SVz,220813,4,1,No Me Arrepiento de Este Amor,"['argentine rock', 'cumbia villera', 'rock en espanol']",Gilda,argentine rock
25,0.662,0.813,11,-9.044,1,0.0425,0.278,0.000563,0.0587,0.96,100.855,2dfnK7rHRibkQR93iZn7Z2,spotify:track:2dfnK7rHRibkQR93iZn7Z2,243920,4,1,La Ventanita,['cumbia villera'],Grupo Sombras,cumbia villera
26,0.773,0.918,9,-3.443,0,0.0461,0.236,9.3e-06,0.053,0.921,99.966,4i5NFoPWqTqlsR4WyoVFtB,spotify:track:4i5NFoPWqTqlsR4WyoVFtB,183267,4,1,Una Ráfaga de Amor,"['cumbia chilena', 'cumbia villera']",Rafaga,cumbia villera
27,0.747,0.907,10,-1.921,1,0.0515,0.316,0.0,0.0879,0.757,98.005,3LNZSTiwQYL7BnTfHvIOII,spotify:track:3LNZSTiwQYL7BnTfHvIOII,240853,4,1,Una Cerveza,"['cumbia chilena', 'cumbia villera']",Rafaga,cumbia villera
28,0.716,0.403,0,-6.325,1,0.0261,0.55,5.74e-06,0.22,0.685,96.163,2okIVxq5V9JDpATsGA3t36,spotify:track:2okIVxq5V9JDpATsGA3t36,218198,4,1,Rata De Dos Patas,"['grupera', 'ranchera']",Paquita La Del Barrio,grupera
29,0.485,0.791,10,-7.719,0,0.0358,0.00433,0.0,0.132,0.431,122.08,5O5PY5HJNPxD7KyqU0SEhH,spotify:track:5O5PY5HJNPxD7KyqU0SEhH,376584,4,1,Mujer Amante,"['argentine heavy metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock urbano mexicano']",Rata Blanca,argentine rock
30,0.714,0.735,4,-7.125,0,0.0306,0.176,0.000622,0.115,0.68,123.57,6Pur3hWy6Nzc27ilmsp5HA,spotify:track:6Pur3hWy6Nzc27ilmsp5HA,222227,4,1,Lamento Boliviano,"['argentine rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol', 'ska argentino']",Los Enanitos Verdes,argentine rock
31,0.724,0.856,8,-6.119,0,0.0283,0.0653,1.85e-06,0.354,0.891,129.794,1qvY1z3Wm3sAYeHfPTnrbI,spotify:track:1qvY1z3Wm3sAYeHfPTnrbI,161800,4,1,La Muralla Verde,"['argentine rock', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol', 'ska argentino']",Los Enanitos Verdes,argentine rock
32,0.486,0.764,7,-4.195,1,0.0328,0.0679,0.0244,0.0642,0.387,114.729,2zogXcCqvKJwh3o67W3GG3,spotify:track:2zogXcCqvKJwh3o67W3GG3,259187,4,1,Arrancacorazones,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",Attaque 77,argentine rock
33,0.596,0.83,1,-4.256,1,0.0353,0.0189,0.0,0.0429,0.607,126.565,2E2dLZK0gSTl6vjr53BfKM,spotify:track:2E2dLZK0gSTl6vjr53BfKM,266133,4,1,A Veces Vuelvo,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",Catupecu Machu,argentine rock
34,0.557,0.942,11,-2.349,1,0.0307,0.00289,0.000822,0.365,0.427,122.072,7aqnWkjL494Hn9bxJZ2YBm,spotify:track:7aqnWkjL494Hn9bxJZ2YBm,303067,4,1,Aún Estás En Mis Sueños,"['argentine heavy metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock urbano mexicano']",Rata Blanca,argentine rock
35,0.172,0.952,4,-5.258,0,0.149,0.0152,7.22e-05,0.304,0.435,76.162,10K029y3u73hxEbL0Zgs7x,spotify:track:10K029y3u73hxEbL0Zgs7x,325667,4,1,La Leyenda Del Hada Y El Mago,"['argentine heavy metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock urbano mexicano']",Rata Blanca,argentine rock
36,0.434,0.897,11,-4.845,0,0.0695,0.0124,4.22e-05,0.0772,0.376,135.54,02dphTJYUQ9pmdNC52iyOz,spotify:track:02dphTJYUQ9pmdNC52iyOz,296751,4,1,Fiesta Pagana,"['celtic metal', 'medieval rock', 'rock en espanol', 'spanish folk metal', 'spanish metal']",Mägo de Oz,rock en espanol
37,0.491,0.877,7,-3.758,1,0.0425,0.000259,0.0,0.0876,0.819,138.31,19vhfSUgVJO2enJ6XidUGO,spotify:track:19vhfSUgVJO2enJ6XidUGO,251681,4,1,Molinos De Viento,"['celtic metal', 'medieval rock', 'rock en espanol', 'spanish folk metal', 'spanish metal']",Mägo de Oz,rock en espanol
38,0.449,0.535,1,-7.209,0,0.0338,0.677,8.25e-06,0.0622,0.607,179.113,1HnAG3hNXZzxvzVyw1U8Yy,spotify:track:1HnAG3hNXZzxvzVyw1U8Yy,265733,3,1,Hijo de la Luna,"['latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']",Mecano,rock en espanol
39,0.555,0.738,4,-4.21,1,0.0278,0.0277,0.0,0.23,0.342,98.977,5ZiS5hUYAL3ufYEwgxy2lV,spotify:track:5ZiS5hUYAL3ufYEwgxy2lV,204947,4,1,Rebelde Agitador y Revolucionario,"['argentine rock', 'cumbia pop', 'cumbia villera', 'latin alternative', 'rock en espanol']",Callejeros,argentine rock
40,0.472,0.906,4,-3.597,1,0.0578,0.0174,0.0,0.246,0.646,156.866,4UkYrJDJA31eZi7L2W4okp,spotify:track:4UkYrJDJA31eZi7L2W4okp,267200,4,1,Sé Que No Sé,"['argentine rock', 'cumbia pop', 'cumbia villera', 'latin alternative', 'rock en espanol']",Callejeros,argentine rock
41,0.321,0.85,9,-3.698,0,0.0429,0.155,0.0,0.285,0.828,184.265,3rDohzvW3Z1QqvqQwvAmbS,spotify:track:3rDohzvW3Z1QqvqQwvAmbS,212867,4,1,Algo Mejor Algo Peor,"['argentine rock', 'cumbia pop', 'cumbia villera', 'latin alternative', 'rock en espanol']",Callejeros,argentine rock
42,0.4,0.379,7,-10.591,0,0.0265,0.822,0.0357,0.135,0.375,94.257,1oaPnvUccVzyjsKFkuE7oA,spotify:track:1oaPnvUccVzyjsKFkuE7oA,193133,4,1,Soy rebelde,['latin pop'],Jeanette,latin pop
43,0.781,0.854,9,-4.918,0,0.0564,0.0839,0.0,0.078,0.845,132.081,6MIulZ9FG6Td02EpvFC5ZL,spotify:track:6MIulZ9FG6Td02EpvFC5ZL,179583,4,1,Soy Sabalero,"['argentine rock', 'cumbia pop', 'cumbia santafesina', 'cumbia villera']",Los Palmeras,argentine rock
44,0.779,0.952,9,-2.475,1,0.05,0.0976,0.0,0.0404,0.879,154.938,0d79UTYV7bqvZ3EVZjcr07,spotify:track:0d79UTYV7bqvZ3EVZjcr07,229251,4,1,Dale Vieja Dale,"['cuarteto', 'cumbia pop', 'cumbia villera']",Ulises Bueno,cumbia villera
45,0.614,0.702,0,-10.145,1,0.0316,0.0759,0.0,0.297,0.851,147.98,6jDx3MNG0yJdrvEBZohKBE,spotify:track:6jDx3MNG0yJdrvEBZohKBE,354627,4,1,Ocho Cuarenta,"['argentine rock', 'cuarteto', 'cumbia pop', 'cumbia villera', 'rock en espanol']",Rodrigo,argentine rock
46,0.764,0.521,0,-7.731,1,0.0881,0.292,0.0,0.244,0.524,120.51,0drALgikHfRAxeVPsZp7D6,spotify:track:0drALgikHfRAxeVPsZp7D6,195267,4,1,Amor Salvaje,"['cumbia villera', 'folclore salteno', 'folklore argentino']",Chaqueño Palavecino,cumbia villera
47,0.556,0.183,5,-9.929,0,0.0407,0.939,1.88e-06,0.0993,0.254,108.101,16QUNPWkItP4rvIBCy3GCL,spotify:track:16QUNPWkItP4rvIBCy3GCL,192893,4,1,No Soy de Aquí... Ni Soy de Allá,"['chamame', 'folclore jujeno', 'folklore argentino', 'nueva cancion', 'polca paraguaya', 'rock nacional']",Jorge Cafrune,rock nacional
48,0.492,0.541,7,-9.524,1,0.112,0.832,0.0,0.136,0.77,121.935,3PI0FE7JUmEmEyN5YgKPZA,spotify:track:3PI0FE7JUmEmEyN5YgKPZA,174573,4,1,Cambalache,[],Enrique Santos Discépolo,
49,0.765,0.297,8,-11.055,0,0.123,0.933,4.74e-06,0.112,0.401,128.215,2hHO1v7obfbSLLPC0YC4vv,spotify:track:2hHO1v7obfbSLLPC0YC4vv,193853,4,1,Si De Rabia Nomas,"['argentine rock', 'canto popular uruguayo', 'chamame', 'folklore argentino', 'latin metal', 'nueva cancion', 'rock nacional']",Jose Larralde,argentine rock
50,0.674,0.116,9,-15.115,0,0.0888,0.982,0.00457,0.101,0.258,68.862,5k2lL3scDx8n2t5eSvzJyM,spotify:track:5k2lL3scDx8n2t5eSvzJyM,169173,3,1,Que Cruz La Que Lleva El Viento,"['argentine rock', 'canto popular uruguayo', 'chamame', 'folklore argentino', 'latin metal', 'nueva cancion', 'rock nacional']",Jose Larralde,argentine rock
51,0.805,0.454,0,-9.231,1,0.0416,0.837,0.0,0.104,0.866,87.029,7EoFAsSswkr7Kj7KYuujJ6,spotify:track:7EoFAsSswkr7Kj7KYuujJ6,191547,4,1,El Porque,"['argentine rock', 'canto popular uruguayo', 'chamame', 'folklore argentino', 'latin metal', 'nueva cancion', 'rock nacional']",Jose Larralde,argentine rock
52,0.531,0.277,2,-12.523,0,0.0565,0.937,0.000672,0.112,0.557,86.332,2Dq2ULQycnjUXhVFTkpSt6,spotify:track:2Dq2ULQycnjUXhVFTkpSt6,158133,4,1,Quien Me Enseño,"['argentine rock', 'canto popular uruguayo', 'chamame', 'folklore argentino', 'latin metal', 'nueva cancion', 'rock nacional']",Jose Larralde,argentine rock
53,0.581,0.413,5,-8.024,0,0.0401,0.954,0.000294,0.11,0.441,133.646,5lLB0IwfUltytUpjLdZfz8,spotify:track:5lLB0IwfUltytUpjLdZfz8,203613,4,1,Si Se Calla El Cantor,"['folklore argentino', 'nueva cancion']",Horacio Guarany,folklore argentino
54,0.702,0.778,7,-7.931,1,0.0314,0.0997,0.0,0.163,0.932,145.932,2POTQjCiCtUyUZFNQYlM7z,spotify:track:2POTQjCiCtUyUZFNQYlM7z,228173,4,1,Lo mejor del amor,"['argentine rock', 'cuarteto', 'cumbia pop', 'cumbia villera', 'rock en espanol']",Rodrigo,argentine rock
55,0.668,0.867,8,-4.281,1,0.106,0.512,0.0,0.0979,0.669,79.048,2cTKuxpHcPzDFRbbhE2WxP,spotify:track:2cTKuxpHcPzDFRbbhE2WxP,224453,4,1,La Cabaña,"['cuarteto', 'cumbia pop']",La K'onga,cuarteto
56,0.765,0.754,0,-7.224,0,0.0878,0.183,0.0,0.0577,0.94,152.023,2rH0wmizsjwSW3MY288347,spotify:track:2rH0wmizsjwSW3MY288347,223027,4,1,Llegó Tu Papi,['cuarteto'],Sabroso,cuarteto
57,0.716,0.904,11,-3.312,0,0.142,0.228,4.22e-05,0.319,0.795,139.942,7zM2vaJMUVlwffYmEbXCsO,spotify:track:7zM2vaJMUVlwffYmEbXCsO,189067,4,1,"Movidito, Movidito",['cuarteto'],Sebastian,cuarteto
58,0.504,0.692,9,-4.595,0,0.0506,0.229,0.0,0.0683,0.384,176.039,2sb31nQbx4QnFD9FQv2D28,spotify:track:2sb31nQbx4QnFD9FQv2D28,168840,3,1,La Ley Y La Trampa,"['cumbia villera', 'folclore salteno', 'folklore argentino']",Chaqueño Palavecino,cumbia villera
59,0.346,0.89,0,-4.388,0,0.0429,0.116,0.000133,0.368,0.635,135.11,6DEZMZwxrSPDWssNBQbIS8,spotify:track:6DEZMZwxrSPDWssNBQbIS8,296400,4,1,Testigo,['latintronica'],Combo Chimbita,latintronica
60,0.373,0.588,4,-10.385,0,0.0759,0.0333,0.0264,0.103,0.365,149.084,24bl7udyFxIGgMVxTKzKJP,spotify:track:24bl7udyFxIGgMVxTKzKJP,336133,4,1,No Regreso,['latintronica'],Combo Chimbita,latintronica
61,0.672,0.453,11,-7.896,0,0.0557,0.269,2.44e-06,0.138,0.674,83.123,51dNexiESqcJLsGLrmg1Nv,spotify:track:51dNexiESqcJLsGLrmg1Nv,267827,4,1,Cómo Te Voy A Olvidar,"['grupera', 'gruperas inmortales', 'nu-cumbia', 'regional mexican']",Los Ángeles Azules,grupera
62,0.786,0.604,0,-7.608,0,0.0413,0.221,0.0166,0.063,0.81,97.461,1Vy7WUJubV9JEoebuJ9dfe,spotify:track:1Vy7WUJubV9JEoebuJ9dfe,209507,4,1,Más Que Tu Amigo,"['grupera', 'latin', 'latin pop', 'ranchera', 'regional mexican']",Marco Antonio Solís,latin
63,0.83,0.868,7,-3.78,1,0.0585,0.197,1.29e-06,0.159,0.898,87.422,6UhA9om01c39JQAT17rtQn,spotify:track:6UhA9om01c39JQAT17rtQn,244653,4,1,Que Calor,"['cumbia chilena', 'cumbia paraguaya', 'cumbia villera']",Supermerk2,cumbia villera
64,0.772,0.806,0,-5.308,1,0.0668,0.219,1.78e-05,0.138,0.765,134.98,48yRazqbGXUfSpGiTPNw0r,spotify:track:48yRazqbGXUfSpGiTPNw0r,212062,3,1,Una Calle Nos Separa,"['cumbia paraguaya', 'cumbia pop', 'cumbia villera']",Nestor En Bloque,cumbia villera
65,0.671,0.807,7,-5.533,0,0.0691,0.228,0.0,0.137,0.931,180.554,3m6havHCZHEHBOG6E10nF5,spotify:track:3m6havHCZHEHBOG6E10nF5,177667,4,1,Cumbia Sobre el Mar,"['argentine rock', 'cumbia pop', 'cumbia santafesina', 'cumbia villera']",Los Palmeras,argentine rock
66,0.588,0.888,11,-5.172,1,0.05,0.158,0.0115,0.0919,0.585,100.955,5JoNNlaxWmm78vS9BBBuJI,spotify:track:5JoNNlaxWmm78vS9BBBuJI,200867,4,1,Juegos de Seducción,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",Soda Stereo,argentine rock
67,0.774,0.615,2,-7.614,0,0.0314,0.181,0.0107,0.141,0.703,136.851,4UXE0ZLGIoLUOFqTECzoQe,spotify:track:4UXE0ZLGIoLUOFqTECzoQe,273307,4,1,Pronta Entrega,"['argentine rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",Virus,argentine rock
68,0.713,0.682,9,-8.649,0,0.0784,0.18,0.0258,0.195,0.252,177.314,1qWLCuCnNcQVVzJm4pu7Zv,spotify:track:1qWLCuCnNcQVVzJm4pu7Zv,316427,4,1,Luna de Miel en la Mano,"['argentine rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",Virus,argentine rock
69,0.72,0.784,0,-7.905,1,0.103,0.075,0.108,0.0482,0.963,162.362,6P6rudfmKr7FyArdyEs0Mk,spotify:track:6P6rudfmKr7FyArdyEs0Mk,263200,4,1,No Me Dejan Salir,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",Charly García,argentine rock
70,0.616,0.701,1,-8.467,1,0.0629,0.00321,0.0,0.39,0.411,78.983,29iIRrSuANyjnwag69PHOJ,spotify:track:29iIRrSuANyjnwag69PHOJ,135973,4,1,Demoliendo Hoteles,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",Charly García,argentine rock
71,0.839,0.448,5,-15.116,1,0.0389,0.0087,0.019,0.0606,0.919,131.698,7cwtDwkH0PHHQmfbkZM8Ox,spotify:track:7cwtDwkH0PHHQmfbkZM8Ox,313840,4,1,Es Por Amor,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",GIT,argentine rock
72,0.58,0.929,4,-4.849,0,0.0388,0.0629,0.000223,0.23,0.884,94.995,0dsViRiDTIuexAL42Nc1Kh,spotify:track:0dsViRiDTIuexAL42Nc1Kh,156198,4,1,Irresponsables,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']",Babasónicos,argentine rock
73,0.629,0.866,9,-5.491,1,0.0355,0.0591,0.0558,0.109,0.952,137.011,49TvST0pVJdZ1ZztrT7DnQ,spotify:track:49TvST0pVJdZ1ZztrT7DnQ,187478,4,1,Y qué,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']",Babasónicos,argentine rock
74,0.586,0.71,0,-6.124,1,0.0308,0.406,0.000326,0.0874,0.384,128.362,3L55aSsDkT5ojgy3WXjh7s,spotify:track:3L55aSsDkT5ojgy3WXjh7s,187133,4,1,Risa,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']",Babasónicos,argentine rock
75,0.687,0.387,11,-9.842,0,0.0273,0.203,0.000335,0.0913,0.602,112.722,2jEjxOyKqMpkcThWl697hf,spotify:track:2jEjxOyKqMpkcThWl697hf,185826,4,1,El Loco,"['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']",Babasónicos,argentine rock
76,0.387,0.972,7,-2.84,0,0.101,0.565,4.83e-06,0.0921,0.839,192.392,6mOZfn6CVXsX1Tt0l3thm3,spotify:track:6mOZfn6CVXsX1Tt0l3thm3,285093,4,1,Sin documentos,"['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'spanish pop']",Los Rodriguez,argentine rock
77,0.615,0.833,2,-5.377,1,0.0292,0.19,0.696,0.463,0.731,126.519,5wjiZSbxaLyLpGimpwqh1H,spotify:track:5wjiZSbxaLyLpGimpwqh1H,345533,4,1,En la Ciudad de la Furia,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",Soda Stereo,argentine rock
78,0.574,0.938,4,-4.98,0,0.0466,0.0164,4.76e-05,0.0804,0.512,100.93,4iPA2yB8bK7T770EkkOi7s,spotify:track:4iPA2yB8bK7T770EkkOi7s,295000,4,1,Persiana Americana,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'ska argentino']",Soda Stereo,argentine rock
79,0.603,0.65,0,-6.615,0,0.0322,0.649,0.0,0.133,0.621,135.985,0VBzcXHicbz36GX1eDqgRt,spotify:track:0VBzcXHicbz36GX1eDqgRt,221520,4,1,Amor Secreto,['cuarteto'],La Mona Jimenez,cuarteto
80,0.567,0.655,9,-6.885,1,0.0286,0.537,0.0,0.072,0.783,141.961,5IAaWy1dZvKxX9b1muCvMV,spotify:track:5IAaWy1dZvKxX9b1muCvMV,228520,4,1,Para Volver,['cuarteto'],La Mona Jimenez,cuarteto
81,0.64,0.585,10,-7.084,0,0.0531,0.512,0.0,0.21,0.674,136.111,2TagDkfqDgqSCBY6k823s2,spotify:track:2TagDkfqDgqSCBY6k823s2,250027,4,1,Oh Señor,['cuarteto'],La Mona Jimenez,cuarteto
82,0.639,0.855,5,-4.92,0,0.0653,0.455,0.0,0.233,0.745,155.959,0c0sJHmjJGQgQAD2bPkVk5,spotify:track:0c0sJHmjJGQgQAD2bPkVk5,198763,4,1,Besame,['cuarteto'],La Mona Jimenez,cuarteto
83,0.679,0.63,7,-6.207,0,0.0283,0.111,0.0,0.0423,0.711,100.087,20aVSAxv2YvRHYlB4kk1E5,spotify:track:20aVSAxv2YvRHYlB4kk1E5,270146,4,3,Y se murió de amor,['cuarteto'],La Mona Jimenez,cuarteto
84,0.659,0.87,7,-5.216,1,0.0872,0.29,0.0,0.213,0.633,151.179,4g4iKJ37XZrOVSNzEqI1PE,spotify:track:4g4iKJ37XZrOVSNzEqI1PE,184360,4,2,Ese guaso,['cuarteto'],La Mona Jimenez,cuarteto
