,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature,num_artists,track_name,genero,artist_name,most_common_genre
1230,0.703,0.944,6,-4.149,0,0.102,0.592,0.0,0.183,0.961,139.575,10psYc5d0yuQZwydfC9BP7,spotify:track:10psYc5d0yuQZwydfC9BP7,174720,3,1,Juntos al Amanecer,"['cumbia pop', 'cumbia villera']",El Polaco,cumbia villera
1231,0.789,0.839,7,-4.477,1,0.144,0.0887,0.0,0.152,0.632,98.027,2jL9QRNzlij9N6mpjed5wn,spotify:track:2jL9QRNzlij9N6mpjed5wn,174103,4,1,Ruku Mueva,"['cumbia pop', 'cumbia villera']",El Polaco,cumbia villera
1232,0.713,0.716,6,-5.706,1,0.0584,0.306,0.0,0.101,0.915,82.979,1Fwnkgnnv6BiuMtPDoeIpZ,spotify:track:1Fwnkgnnv6BiuMtPDoeIpZ,198653,4,1,Complicado y aturidido,"['cumbia pop', 'cumbia villera']",El Polaco,cumbia villera
1233,0.406,0.616,7,-15.202,1,0.19,0.38,1.22e-06,0.362,0.542,107.927,0scg80bwxl2YeCKWy7HD8s,spotify:track:0scg80bwxl2YeCKWy7HD8s,1181440,4,1,La Rocha / El Campanero / La Danza de los Mirlos / Lamento en la Selva / Te Conoci / Por Que Te Fuiste / Hermano Mio - En Vivo,"['cumbia pop', 'cumbia villera']",El Polaco,cumbia villera
1234,0.687,0.954,2,-3.391,1,0.0526,0.446,0.0,0.368,0.949,138.011,0LdQrzpYHKeto2FXytSNQb,spotify:track:0LdQrzpYHKeto2FXytSNQb,180976,3,1,Mariposas en la Panza,"['cumbia pop', 'cumbia villera']",El Polaco,cumbia villera
1235,0.769,0.821,0,-4.182,0,0.104,0.228,0.0,0.501,0.906,104.89,7hy9FARyLyvFTu0GIRq0Tp,spotify:track:7hy9FARyLyvFTu0GIRq0Tp,185664,4,1,Voy a Beber,"['cumbia pop', 'cumbia villera']",El Polaco,cumbia villera
1236,0.576,0.629,9,-8.014,0,0.0714,0.0896,0.0,0.0675,0.933,179.856,2tGzP0VUBe5CEd0R97vpSO,spotify:track:2tGzP0VUBe5CEd0R97vpSO,291000,4,1,Dime por favor,"['cumbia pop', 'cumbia villera']",El Polaco,cumbia villera
1237,0.617,0.662,7,-9.533,1,0.242,0.148,0.0726,0.261,0.886,203.984,7IaVSnD0gXl8IWpzfar7tf,spotify:track:7IaVSnD0gXl8IWpzfar7tf,122201,4,2,En Este Mundo - Remix,[],Pechito Remix,
1238,0.496,0.43,0,-4.491,1,0.0317,0.775,0.0,0.374,0.368,70.102,236oV8TkNINGQeoBDM3VXM,spotify:track:236oV8TkNINGQeoBDM3VXM,126853,3,1,Gracias por Tu Amor,"['cumbia pop', 'cumbia villera']",El Polaco,cumbia villera
1239,0.677,0.809,8,-5.43,1,0.0906,0.0572,0.0,0.197,0.9,95.034,1Uc7vW9XoI4k5TDykNNNPZ,spotify:track:1Uc7vW9XoI4k5TDykNNNPZ,236173,4,1,La Motito de Carlitos,['cumbia villera'],Mala Fama,cumbia villera
1240,0.801,0.68,4,-6.247,0,0.0542,0.106,1.12e-05,0.113,0.879,163.82,2eY5iKmq2BDcD9P3uEnr4L,spotify:track:2eY5iKmq2BDcD9P3uEnr4L,220160,4,1,La Marca de la Gorra,['cumbia villera'],Mala Fama,cumbia villera
1241,0.621,0.832,5,-4.911,0,0.0607,0.277,0.0,0.795,0.921,89.726,6d2nodxIYhwtGKrWsRWCY1,spotify:track:6d2nodxIYhwtGKrWsRWCY1,220464,4,2,Gordo Rata - En Vivo,['cumbia villera'],Mala Fama,cumbia villera
1242,0.469,0.73,11,-5.934,0,0.137,0.317,0.0,0.923,0.661,160.644,27kqJPeuxDc69unu3rG0Ov,spotify:track:27kqJPeuxDc69unu3rG0Ov,208613,4,2,"Cochi Nini - Vivo En El Teatro, Opera / 2018",['cumbia villera'],Mala Fama,cumbia villera
1243,0.724,0.878,0,-4.423,1,0.0771,0.295,2.53e-06,0.399,0.547,89.909,08u2gCssOF2x5WxIhjVRVw,spotify:track:08u2gCssOF2x5WxIhjVRVw,204722,4,1,Gorra Basura,['cumbia villera'],Mala Fama,cumbia villera
1244,0.9,0.591,11,-10.658,0,0.163,0.0891,2.52e-06,0.05,0.807,85.813,7b956St6gep5hdjTpwTwnn,spotify:track:7b956St6gep5hdjTpwTwnn,157093,4,1,Guampa Chata,['cumbia villera'],Mala Fama,cumbia villera
1245,0.584,0.843,9,-4.546,1,0.089,0.273,0.0,0.0635,0.819,180.149,2CVHPJcnnyiwx58ifTWhHk,spotify:track:2CVHPJcnnyiwx58ifTWhHk,117029,4,1,Sanguijuela,['cumbia villera'],Mala Fama,cumbia villera
1246,0.577,0.794,6,-5.25,0,0.0523,0.419,1.09e-06,0.402,0.436,85.864,1K2QI0M11uOVXDzcxEPBu3,spotify:track:1K2QI0M11uOVXDzcxEPBu3,191270,4,1,Llego Tarde - En Vivo,['cumbia villera'],Mala Fama,cumbia villera
1247,0.762,0.914,0,-1.856,1,0.119,0.321,0.0,0.135,0.651,89.0,1iEt6NLcgSB6iA3xypr5CY,spotify:track:1iEt6NLcgSB6iA3xypr5CY,203781,4,1,Me Hice Mala Fama,['cumbia villera'],Mala Fama,cumbia villera
1248,0.811,0.596,8,-6.717,1,0.103,0.0877,0.00035,0.157,0.929,169.979,1XgUh8Cyn60QVSnNo4FqM7,spotify:track:1XgUh8Cyn60QVSnNo4FqM7,191493,4,1,Soy Mala Fama,['cumbia villera'],Mala Fama,cumbia villera
1249,0.696,0.743,1,-6.244,0,0.0495,0.269,0.0,0.128,0.881,90.027,60IRamjJrT4dnA99iMTBSj,spotify:track:60IRamjJrT4dnA99iMTBSj,152764,4,1,Que Se Mueran los Feos,['cumbia villera'],Mala Fama,cumbia villera
1250,0.875,0.608,10,-6.704,1,0.114,0.511,0.0,0.12,0.847,85.215,2cxcqpqgEKJvChwzweXTR8,spotify:track:2cxcqpqgEKJvChwzweXTR8,175360,4,1,Mandale Mecha,['cumbia villera'],Mala Fama,cumbia villera
1251,0.701,0.919,6,-2.652,1,0.066,0.361,0.0,0.781,0.878,87.003,4PU6yqfSLMFpHHYDFLxgmL,spotify:track:4PU6yqfSLMFpHHYDFLxgmL,240379,4,1,Vos Querés,['cumbia villera'],Mala Fama,cumbia villera
1252,0.769,0.661,4,-8.387,1,0.261,0.0589,0.000336,0.12,0.569,175.673,3rWThfMPxXeDhj3Ji7v1GC,spotify:track:3rWThfMPxXeDhj3Ji7v1GC,244707,4,1,Te Volviste Uto,['cumbia villera'],Mala Fama,cumbia villera
1253,0.677,0.779,9,-5.529,1,0.225,0.416,1.1e-05,0.188,0.903,175.897,0DTqwN8yrq60aICovuFtTo,spotify:track:0DTqwN8yrq60aICovuFtTo,210808,4,1,Guampachata Otra Vez,['cumbia villera'],Mala Fama,cumbia villera
1254,0.406,0.869,5,-3.081,1,0.111,0.252,0.0,0.49,0.479,90.584,0m7MI0GhIbLztsIf9UCuSc,spotify:track:0m7MI0GhIbLztsIf9UCuSc,147491,4,2,Yo Uso Visera - En Vivo,['cumbia villera'],Mala Fama,cumbia villera
1255,0.848,0.944,11,-2.895,1,0.0658,0.207,0.0,0.198,0.889,111.888,30OsfMQPL0X7MJsDYbHoGE,spotify:track:30OsfMQPL0X7MJsDYbHoGE,168124,4,1,La Ladilla,['cumbia villera'],Mala Fama,cumbia villera
1256,0.769,0.626,10,-6.436,1,0.0362,0.327,0.0,0.657,0.893,87.909,11KCGHsW6py4y8So3pDqVV,spotify:track:11KCGHsW6py4y8So3pDqVV,199067,4,1,Made In Argentina,['cumbia villera'],Mala Fama,cumbia villera
1257,0.625,0.818,11,-4.947,0,0.0641,0.0391,5.62e-06,0.128,0.849,94.993,2W0np7PODHwu4owfzvzcLe,spotify:track:2W0np7PODHwu4owfzvzcLe,157832,4,1,Ha Pasado el Tiempo,['cumbia villera'],Mala Fama,cumbia villera
1258,0.708,0.838,0,-4.71,1,0.102,0.166,2.15e-06,0.323,0.817,87.994,7jmaoFeSm3DFBakxFrVDHE,spotify:track:7jmaoFeSm3DFBakxFrVDHE,182567,4,1,Hay Que Vivirla,['cumbia villera'],Mala Fama,cumbia villera
1259,0.87,0.884,1,-4.74,0,0.225,0.0956,0.000639,0.0629,0.658,82.049,5z2UQYgsOsVcQS8keAqlNy,spotify:track:5z2UQYgsOsVcQS8keAqlNy,174341,4,1,Sufra Guacha,['cumbia villera'],Mala Fama,cumbia villera
1260,0.802,0.647,10,-7.183,0,0.0781,0.0859,1.84e-06,0.205,0.923,167.936,1Nj797QRb1DPxlzcwreM8k,spotify:track:1Nj797QRb1DPxlzcwreM8k,197093,4,1,Estoy de Nuevo,['cumbia villera'],Mala Fama,cumbia villera
1261,0.73,0.699,6,-6.321,1,0.0919,0.111,1.6e-05,0.143,0.941,90.058,2jcZ8UeSoTH4Xpx0VXHsjK,spotify:track:2jcZ8UeSoTH4Xpx0VXHsjK,185417,4,1,Pollerudo,['cumbia villera'],Mala Fama,cumbia villera
1262,0.785,0.929,5,-2.68,0,0.142,0.22,3.33e-06,0.124,0.636,86.52,16oqiDG31TOQMgyhyF5Smy,spotify:track:16oqiDG31TOQMgyhyF5Smy,195004,4,1,El Tumba Nido,['cumbia villera'],Mala Fama,cumbia villera
1263,0.541,0.859,11,-3.669,1,0.0463,0.217,0.0,0.781,0.672,86.655,2bV7raNWD4xYsDwrgNku3f,spotify:track:2bV7raNWD4xYsDwrgNku3f,119858,4,1,Aguanta la Emoción - En Vivo,['cumbia villera'],Mala Fama,cumbia villera
1264,0.759,0.558,1,-8.594,0,0.0709,0.15,0.0,0.105,0.928,179.898,48BYmtGQXLVjyMabsaqCBC,spotify:track:48BYmtGQXLVjyMabsaqCBC,217391,4,1,El Rastrojero,['cumbia villera'],Mala Fama,cumbia villera
1265,0.679,0.956,4,-5.186,0,0.0594,0.104,0.0,0.185,0.79,98.0,5ckgVtBGQgFigeoguhxeoN,spotify:track:5ckgVtBGQgFigeoguhxeoN,250272,4,2,"Ey, You! (feat. Mala Fama)","['argentine rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'rock nacional']",Fito Paez,argentine rock
1266,0.614,0.907,11,-3.108,0,0.0659,0.397,4.01e-05,0.0859,0.847,85.967,02T4FjZ8ITGgkXFAVInTQl,spotify:track:02T4FjZ8ITGgkXFAVInTQl,138083,4,1,Duro Duro,['cumbia villera'],Mala Fama,cumbia villera
1267,0.485,0.826,6,-4.868,1,0.117,0.092,5.8e-05,0.0771,0.863,93.078,4V7PCyYdsyRusNGDqM91Gc,spotify:track:4V7PCyYdsyRusNGDqM91Gc,141587,4,1,Qué Te Pasa Calabaza - En Vivo,['cumbia villera'],Mala Fama,cumbia villera
1268,0.746,0.721,10,-7.0,0,0.0462,0.556,3.25e-05,0.356,0.806,147.602,4Y7zmFppRMEenD0LMeeqV7,spotify:track:4Y7zmFppRMEenD0LMeeqV7,111203,4,1,Dame un Queto,['cumbia villera'],Mala Fama,cumbia villera
1269,0.761,0.699,4,-6.491,1,0.0945,0.186,1.2e-06,0.0994,0.827,90.008,5R3gmZCSX4yLfXIQ105G2s,spotify:track:5R3gmZCSX4yLfXIQ105G2s,162281,4,1,Lola,['cumbia villera'],Mala Fama,cumbia villera
1270,0.436,0.82,7,-3.865,0,0.0855,0.184,0.0,0.216,0.663,89.146,5ddftCJiLjfymq3skYMPrc,spotify:track:5ddftCJiLjfymq3skYMPrc,262417,4,2,La Fuerza del Engaño - En Vivo,['cumbia villera'],Mala Fama,cumbia villera
1271,0.768,0.579,2,-5.567,1,0.1,0.0489,0.117,0.0696,0.788,172.043,5IQRRhPsK3ZmNefFumcP2I,spotify:track:5IQRRhPsK3ZmNefFumcP2I,168202,4,1,Qué Personaje,['cumbia villera'],Mala Fama,cumbia villera
1272,0.664,0.693,9,-5.671,1,0.139,0.403,3.79e-05,0.119,0.821,83.284,3QSVPUvZZLuHhPTz4g42CP,spotify:track:3QSVPUvZZLuHhPTz4g42CP,170449,4,1,Aguante la Tuca,['cumbia villera'],Mala Fama,cumbia villera
1273,0.741,0.59,6,-4.625,0,0.0913,0.283,0.0,0.179,0.961,179.861,2FsKAVOxpmnxhxmEsqrZOD,spotify:track:2FsKAVOxpmnxhxmEsqrZOD,127973,4,1,Dime si eres feliz,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1274,0.776,0.695,7,-6.76,1,0.0873,0.142,0.0,0.107,0.768,96.055,7uTvsM2ziinj6SpUlvmnYx,spotify:track:7uTvsM2ziinj6SpUlvmnYx,205053,4,1,Llora me llama,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1275,0.683,0.574,7,-6.982,1,0.0778,0.0679,0.0,0.221,0.86,179.98,0rbBqsCqIfFhRtiFoNhtcL,spotify:track:0rbBqsCqIfFhRtiFoNhtcL,230267,4,1,Tu sin mi,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1276,0.742,0.961,11,-5.31,0,0.158,0.0631,4.29e-06,0.313,0.8,101.002,0BLpU7Lgr6bh3ZVTbuNVyi,spotify:track:0BLpU7Lgr6bh3ZVTbuNVyi,141531,4,2,Yo Te Esperaré - Remix,[],Hernan,
1277,0.659,0.624,7,-4.2,1,0.0732,0.216,0.0,0.136,0.83,180.159,305ayg5E2vWAIeIPLR4qJJ,spotify:track:305ayg5E2vWAIeIPLR4qJJ,181320,4,1,La quiero a ella,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1278,0.749,0.504,11,-7.01,0,0.0469,0.0478,0.0,0.235,0.894,92.017,1onYBpY1FgvzFhZHHjrJIq,spotify:track:1onYBpY1FgvzFhZHHjrJIq,133773,4,1,Dicen que no te quiero,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1279,0.635,0.496,7,-6.558,1,0.0801,0.0458,0.0,0.104,0.681,180.007,7zJIxBle9RT7yTiwBuHTeK,spotify:track:7zJIxBle9RT7yTiwBuHTeK,176707,4,1,Luz de mi corazon,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1280,0.66,0.68,1,-6.773,1,0.0355,0.153,0.0,0.0967,0.805,133.529,4khOoQa4hPu3vJLAHPQC2k,spotify:track:4khOoQa4hPu3vJLAHPQC2k,203627,3,1,Si Decides Regresar,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1281,0.623,0.583,1,-4.654,0,0.0796,0.116,0.0,0.0618,0.967,179.908,7y8V5gDcZavd1ks95ktB49,spotify:track:7y8V5gDcZavd1ks95ktB49,172387,4,1,Besame,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1282,0.6,0.464,7,-7.074,1,0.164,0.0411,0.0,0.094,0.9,183.644,3GhTSrJEdOVIaHn2uwJCuC,spotify:track:3GhTSrJEdOVIaHn2uwJCuC,184960,4,1,Infidelidad,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1283,0.7,0.953,1,-5.155,1,0.197,0.0397,1.6e-06,0.313,0.904,100.903,6yF0Kg59NBcFylJOzve4vp,spotify:track:6yF0Kg59NBcFylJOzve4vp,159033,4,2,Me Voy Muy Lejos - Remix,[],Hernan,
1284,0.632,0.646,6,-4.313,1,0.151,0.156,0.0,0.184,0.897,181.82,5I7jj1e4d7oy0sX4GDvyei,spotify:track:5I7jj1e4d7oy0sX4GDvyei,209998,4,1,El Culpable Soy Yo,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1285,0.654,0.711,7,-3.682,1,0.0697,0.145,0.0,0.325,0.884,184.203,0ncQ6XOINMAdcisViLtK3s,spotify:track:0ncQ6XOINMAdcisViLtK3s,166160,4,1,Solo quiero amarte,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1286,0.753,0.537,4,-7.031,0,0.0612,0.0546,8.32e-05,0.0961,0.959,91.953,1whafEdSefWdH3C69TslE6,spotify:track:1whafEdSefWdH3C69TslE6,179627,4,1,Junto a ti,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1287,0.499,0.72,6,-5.612,0,0.0928,0.227,5.82e-06,0.0734,0.92,93.122,6OHwB5wGAvywMotN2ZNy9n,spotify:track:6OHwB5wGAvywMotN2ZNy9n,208091,4,1,No Me Dejes Sin Tu Amor,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1288,0.614,0.752,6,-2.905,0,0.1,0.169,0.0,0.179,0.847,182.08,7wnL2jDokl01ygnF5H1iDu,spotify:track:7wnL2jDokl01ygnF5H1iDu,147664,4,1,Besame Otra Vez,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1289,0.619,0.753,7,-3.987,1,0.0986,0.201,6.18e-06,0.078,0.912,183.979,1g3dCqSycgMkrqFZXQqdpX,spotify:track:1g3dCqSycgMkrqFZXQqdpX,191613,4,1,No lo engañes mas,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1290,0.621,0.551,2,-7.007,1,0.104,0.0517,0.0,0.0791,0.93,179.617,4T9lLCm5tm0aBA2WbITp1z,spotify:track:4T9lLCm5tm0aBA2WbITp1z,159360,4,1,Lo aprendio conmigo,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1291,0.481,0.756,1,-5.118,1,0.094,0.34,0.0,0.0746,0.8,97.489,64o8SKHGio4WmmqR78MJxH,spotify:track:64o8SKHGio4WmmqR78MJxH,226238,4,1,No Me Engañes Mas,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1292,0.528,0.774,4,-4.208,1,0.253,0.152,0.0,0.108,0.841,182.045,4CH1OeRz7PPrKbIxjaFeEI,spotify:track:4CH1OeRz7PPrKbIxjaFeEI,211438,4,1,"Llorare, Lloraras","['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1293,0.647,0.667,5,-3.789,0,0.0869,0.208,0.0,0.134,0.804,179.977,16NyX0Sq2i4FxJBLpGP0zi,spotify:track:16NyX0Sq2i4FxJBLpGP0zi,137893,4,1,Yo que te ame,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1294,0.737,0.608,0,-6.946,1,0.051,0.0528,0.0,0.0813,0.855,91.972,3ugFgeOiYT7CRrqtq3uf0Y,spotify:track:3ugFgeOiYT7CRrqtq3uf0Y,186280,4,1,Lo mas bonito,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1295,0.466,0.717,7,-5.415,1,0.141,0.386,0.0,0.117,0.821,92.964,0dXU3Ws0efozJNC0Hn7UYg,spotify:track:0dXU3Ws0efozJNC0Hn7UYg,204971,4,1,Una Noche Mas,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1296,0.69,0.888,0,-5.833,1,0.113,0.14,0.0,0.363,0.605,138.03,2Y0bV81bkKnZ8pcGPxQfV0,spotify:track:2Y0bV81bkKnZ8pcGPxQfV0,163658,3,2,Tan Solo Quiero Amarte,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1297,0.793,0.6,0,-9.483,0,0.0361,0.36,0.0,0.101,0.782,130.511,3KyzMXGbPtjiUfYwp8Llof,spotify:track:3KyzMXGbPtjiUfYwp8Llof,136072,3,1,Te Fuiste,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1298,0.669,0.709,11,-4.25,0,0.187,0.152,0.0,0.0875,0.796,181.666,37Vn0O7FmqTl6SIaWEyD3N,spotify:track:37Vn0O7FmqTl6SIaWEyD3N,212451,4,1,Por Las Noches,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1299,0.607,0.512,9,-5.793,1,0.0515,0.719,0.0,0.143,0.763,91.694,2DUL9rHZFF5Bt9sKYqCSsS,spotify:track:2DUL9rHZFF5Bt9sKYqCSsS,70653,4,1,La Que Sufrira,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1300,0.519,0.603,9,-8.662,1,0.0682,0.108,0.0,0.0739,0.952,90.056,6GvghQ3fSZyJpkgMbgdjik,spotify:track:6GvghQ3fSZyJpkgMbgdjik,174186,4,2,Despojate,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1301,0.659,0.743,3,-7.594,0,0.0362,0.39,0.0,0.168,0.592,92.006,3zrVLzw7DpBOzt3foEu930,spotify:track:3zrVLzw7DpBOzt3foEu930,209633,4,1,Si La Ves Otra Vez,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1302,0.702,0.689,1,-4.922,1,0.161,0.283,0.0,0.099,0.682,91.008,4NrkYTe3iybWWNHCrsAEaR,spotify:track:4NrkYTe3iybWWNHCrsAEaR,216439,4,1,Debes Buscar Un Nuevo Amor,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1303,0.383,0.886,4,-2.489,0,0.12,0.188,0.0,0.329,0.829,94.411,6sad5fSn73nBreabmmDrhc,spotify:track:6sad5fSn73nBreabmmDrhc,152346,4,2,Saludos - En Vivo,[],Maximo,
1304,0.771,0.77,0,-6.929,0,0.115,0.266,0.0,0.106,0.788,137.963,440gV0ZjOudDy1jMm4buG4,spotify:track:440gV0ZjOudDy1jMm4buG4,150101,3,2,Dime Que No,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1305,0.332,0.649,0,-7.505,1,0.0425,0.0825,0.0,0.0864,0.868,192.001,6BRjUYeEMEvZZ6WwilPrED,spotify:track:6BRjUYeEMEvZZ6WwilPrED,188682,4,1,Toma Mi Mano,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1306,0.633,0.518,7,-7.681,1,0.0864,0.767,0.0,0.132,0.68,74.965,2amRAdqtIsjijqgKIInKKz,spotify:track:2amRAdqtIsjijqgKIInKKz,244718,4,1,Hoy Puedo Ser Feliz,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1307,0.477,0.919,9,-2.44,0,0.062,0.187,0.0,0.163,0.733,95.074,2H8HU1HJMIxLeqP6ydDvdK,spotify:track:2H8HU1HJMIxLeqP6ydDvdK,110838,4,2,Dime Si Eres Feliz - En Vivo,[],Maximo,
1308,0.564,0.441,6,-8.127,0,0.0309,0.572,0.0,0.338,0.26,77.935,4BAzaFz3xgGU7M5JqCAVkw,spotify:track:4BAzaFz3xgGU7M5JqCAVkw,211541,4,2,Desde Que Te Vi,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1309,0.624,0.807,9,-5.872,1,0.0375,0.133,0.0,0.285,0.928,135.065,3Cse745BbtH6q6D9sr7zde,spotify:track:3Cse745BbtH6q6D9sr7zde,121716,3,1,Tu No Sabes,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1310,0.368,0.895,7,-1.904,1,0.0832,0.146,0.0,0.298,0.706,95.193,5pR0kqBtwXNcOdI4bnqVWf,spotify:track:5pR0kqBtwXNcOdI4bnqVWf,108173,4,2,Tu Sin Mi - En Vivo,[],Maximo,
1311,0.714,0.811,1,-8.394,0,0.0316,0.0775,0.0,0.0668,0.753,134.967,3znEon2ly3WDpkzTMzq2pP,spotify:track:3znEon2ly3WDpkzTMzq2pP,146940,3,2,Te Quiero Corazon,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1312,0.415,0.939,4,-1.834,0,0.0789,0.0651,0.0,0.359,0.942,136.803,57b4oBqglcJHazEo9ZHA4z,spotify:track:57b4oBqglcJHazEo9ZHA4z,62119,4,2,No la Engañes Mas - En Vivo,[],Maximo,
1313,0.755,0.828,0,-6.947,1,0.0697,0.202,8.94e-06,0.319,0.755,137.987,0rBFIYBhsge5VyApJ7M3s8,spotify:track:0rBFIYBhsge5VyApJ7M3s8,156736,1,2,Dime Tu,"['cumbia pop', 'cumbia villera']",La Champions Liga,cumbia villera
1314,0.207,0.923,2,-2.683,1,0.181,0.156,0.0,0.339,0.541,191.867,5KrkyC40S4EwZ9r8WE8fhP,spotify:track:5KrkyC40S4EwZ9r8WE8fhP,211801,4,2,Intro No. 2 - En Vivo,[],Maximo,
1315,0.35,0.915,2,-2.353,1,0.304,0.0696,0.0,0.33,0.866,74.243,4oamIfr1cbpgcRSNcqY3Z2,spotify:track:4oamIfr1cbpgcRSNcqY3Z2,39027,3,2,Besame - En Vivo,[],Maximo,
1316,0.651,0.893,4,-4.407,0,0.0445,0.0893,0.0,0.145,0.677,151.046,3eoPKCjUs2f18KMIG6iE43,spotify:track:3eoPKCjUs2f18KMIG6iE43,235280,4,1,Si Esta Casa Hablara,['cuarteto'],Sabroso,cuarteto
1317,0.698,0.901,7,-3.092,1,0.0482,0.5,3e-06,0.215,0.88,103.033,2wKuOf8pOg32IFAglrJp71,spotify:track:2wKuOf8pOg32IFAglrJp71,235533,4,1,Un Beso y una Rosa,['cuarteto'],Sabroso,cuarteto
1318,0.59,0.91,8,-3.233,1,0.0545,0.398,0.0,0.268,0.793,146.708,1uIV6yVHIabEFMhDgYdFFx,spotify:track:1uIV6yVHIabEFMhDgYdFFx,232213,4,1,De Qué Te Vale,['cuarteto'],Sabroso,cuarteto
1319,0.524,0.89,7,-5.452,1,0.0504,0.219,0.0,0.158,0.751,148.683,22oXf50ya8dJcO2KzSmL1Q,spotify:track:22oXf50ya8dJcO2KzSmL1Q,246200,4,1,Año Tras Año,['cuarteto'],Sabroso,cuarteto
1320,0.583,0.823,2,-5.536,1,0.079,0.101,0.0,0.448,0.618,144.071,07LTxCQPc68ymNOywiJy3q,spotify:track:07LTxCQPc68ymNOywiJy3q,227240,4,1,Bella Idiota,['cuarteto'],Sabroso,cuarteto
1321,0.596,0.894,0,-4.973,0,0.0572,0.297,0.0,0.0594,0.635,152.041,291TGlCIxrXzUqJ4k8FcgK,spotify:track:291TGlCIxrXzUqJ4k8FcgK,260000,4,1,Me Da Pena,['cuarteto'],Sabroso,cuarteto
1322,0.667,0.914,4,-4.811,1,0.144,0.366,0.000153,0.0363,0.802,151.003,3JwqaK9oWwwuBKVSiTMxVG,spotify:track:3JwqaK9oWwwuBKVSiTMxVG,241373,4,1,La Amo,['cuarteto'],Sabroso,cuarteto
1323,0.672,0.931,4,-3.162,0,0.0566,0.353,0.0,0.162,0.804,149.007,3hYZTjTACiUMSaVraqZ5Dw,spotify:track:3hYZTjTACiUMSaVraqZ5Dw,239987,4,1,Infiel,['cuarteto'],Sabroso,cuarteto
1324,0.678,0.842,5,-6.122,0,0.11,0.245,0.0,0.297,0.813,153.004,4syBJVABHUiDgEtt4KGTha,spotify:track:4syBJVABHUiDgEtt4KGTha,260000,4,1,Pensando en Ti,['cuarteto'],Sabroso,cuarteto
1325,0.569,0.903,9,-5.173,0,0.0586,0.137,0.0,0.226,0.822,153.275,34if2dRGkcpX94wlNitpwH,spotify:track:34if2dRGkcpX94wlNitpwH,208720,4,1,Yo Mañana,['cuarteto'],Sabroso,cuarteto
1326,0.755,0.937,7,-3.664,1,0.0567,0.678,0.0,0.213,0.838,149.929,0FTHr39Ca36AGU9KNjCIny,spotify:track:0FTHr39Ca36AGU9KNjCIny,212813,4,1,Será Porque Te Amo,['cuarteto'],Sabroso,cuarteto
1327,0.526,0.949,2,-5.021,1,0.0669,0.0226,6.23e-06,0.416,0.718,152.448,3Fm7HsAtL7YD0Ecjsj980C,spotify:track:3Fm7HsAtL7YD0Ecjsj980C,264427,4,1,Cuando Grita la Piel / Amiga del Alma,['cuarteto'],Sabroso,cuarteto
1328,0.432,0.914,1,-4.628,1,0.105,0.17,7.1e-05,0.814,0.565,151.777,73Pf5LH0WlmlctOPJEcl3o,spotify:track:73Pf5LH0WlmlctOPJEcl3o,460867,4,1,Tanto la Quería/Eres Especial/Mi Mundo Sin Tí,['cuarteto'],Sabroso,cuarteto
